id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
1268,Presenzano,Hydro,Pumped Storage,PP,Italy,1005.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S15PRSN8
1269,Calcinere,Hydro,Run-Of-River,PP,Italy,23.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01CLCNS
1270,Nuovo Pignone Ms,Natural Gas,,PP,Italy,31.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09NPMVB
1271,Eta Spa,Bioenergy,,PP,Italy,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S18ETAEZ
1272,Serracapriola,Wind,,PP,Italy,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16SRRCC
1273,Muschioso,Hydro,Run-Of-River,PP,Italy,8.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S08MSCHV
1274,Megasol 13,Solar,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-00524433
1275,Quero,Hydro,Run-Of-River,PP,Italy,32.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S05QRUEM
1276,Braulio,Hydro,Run-Of-River,PP,Italy,18.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03ABMRS
1277,S. Domenica,Wind,,PP,Italy,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0302023Y
1278,C.W.F.Italia,Other,,PP,Italy,13.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S20CWFTT
1279,Iges,Other,,PP,Italy,150.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S16IGET0
1280,Novel,Other,,PP,Italy,97.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S01NNVLN
1281,Travale 3,Geothermal,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S09T3RVH
1282,Impianto Di Termovalorizzazione Rifiuti Di Trezzo Sull'Adda,Other,,PP,Italy,20.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-S03PTRMO
1283,Fotovoltaico Enersol,Solar,,PP,Italy,48.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",26WIMPI-0092784R
