id,Name,Fueltype,Technology,Set,Country,Capacity,YearCommissioned,lat,lon,File,projectID
2115,Fosse,Hydro,Reservoir,PP,Norway,25.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000187U
2116,Hodnaberg,Hydro,Reservoir,PP,Norway,43.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000002730
2117,Arna,Hydro,Run-Of-River,PP,Norway,8.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000013Q
2118,Hol 2,Hydro,Reservoir,PP,Norway,33.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000279P
2119,Evm,Natural Gas,,PP,Norway,382.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000001475
2120,Hol 1,Hydro,Reservoir,PP,Norway,245.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000278R
2121,Vemundsbotn,Hydro,Reservoir,PP,Norway,55.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000808O
2122,Evanger,Hydro,Reservoir,PP,Norway,446.1,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000144B
2123,Vedeld,Hydro,Reservoir,PP,Norway,4.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000806S
2124,Mel,Hydro,Reservoir,PP,Norway,60.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000453Z
2125,Gronsdal,Hydro,Reservoir,PP,Norway,35.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000234A
2126,Dale,Hydro,Reservoir,PP,Norway,171.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000100V
2127,Rodberg,Hydro,Reservoir,PP,Norway,3.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000583M
2128,Mauranger,Hydro,Reservoir,PP,Norway,307.1,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000004512
2129,Trysilfossen,Hydro,Reservoir,PP,Norway,3.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000760Q
2130,H. Hoyanger,Hydro,Reservoir,PP,Norway,2.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000002390
2131,Stordal,Hydro,Reservoir,PP,Norway,36.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000674J
2132,Dale Tue,Hydro,Reservoir,PP,Norway,6.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000104N
2133,Innvik,Hydro,Reservoir,PP,Norway,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000322D
2134,Herlandsfoss,Hydro,Reservoir,PP,Norway,15.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WPI00000002655
2135,Osvatn,Hydro,Reservoir,PP,Norway,2.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000546S
2136,Skjerdal,Hydro,Reservoir,PP,Norway,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000006310
2137,Osteroy,Hydro,Reservoir,PP,Norway,1.1,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000545U
2138,Jostedal,Hydro,Reservoir,PP,Norway,320.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000003281
2139,Dauremal,Hydro,Reservoir,PP,Norway,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000108F
2140,Leirdola,Hydro,Reservoir,PP,Norway,129.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000411E
2141,Jardola,Hydro,Reservoir,PP,Norway,4.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000003265
2142,Leinafoss,Hydro,Reservoir,PP,Norway,5.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000410G
2143,Tveitelva,Hydro,Reservoir,PP,Norway,4.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000768A
2144,Nedre Svultingen,Hydro,Reservoir,PP,Norway,11.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000501D
2145,Tveit,Hydro,Reservoir,PP,Norway,1.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000767C
2146,Ovre Svultingen,Hydro,Reservoir,PP,Norway,4.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000850P
2147,Hol 3,Hydro,Reservoir,PP,Norway,70.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000002803
2148,Al,Hydro,Reservoir,PP,Norway,3.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000008589
2149,Makkoren,Hydro,Reservoir,PP,Norway,4.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WPI00000004445
2150,Skogheim,Hydro,Reservoir,PP,Norway,9.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000638N
2151,Vestrebotn,Hydro,Reservoir,PP,Norway,3.3,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000813V
2152,Froland,Hydro,Reservoir,PP,Norway,29.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000197R
2153,Vikaelva,Hydro,Reservoir,PP,Norway,5.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000817N
2154,Aurland1,Hydro,Reservoir,PP,Norway,904.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000020T
2155,Hommelfoss,Hydro,Reservoir,PP,Norway,3.3,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000286S
2156,Holsbru,Hydro,Reservoir,PP,Norway,56.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000284W
2157,Borgund,Hydro,Reservoir,PP,Norway,240.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000000673
2158,Sage,Hydro,Reservoir,PP,Norway,9.1,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000594H
2159,Aurland5,Hydro,Reservoir,PP,Norway,10.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000025J
2160,Aurland4,Hydro,Reservoir,PP,Norway,44.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000024L
2161,Fardal,Hydro,Reservoir,PP,Norway,0.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000001572
2162,Aurland3,Hydro,Pumped Storage,PP,Norway,290.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000023N
2163,Radalen,Hydro,Run-Of-River,PP,Norway,23.9,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000591N
2164,Fana,Hydro,Run-Of-River,PP,Norway,12.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000001564
2165,Aurland2,Hydro,Reservoir,PP,Norway,150.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000022P
2166,Palsbu,Hydro,Reservoir,PP,Norway,7.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000005500
2167,Stuvane,Hydro,Reservoir,PP,Norway,42.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000682K
2168,Sagevikelv,Hydro,Reservoir,PP,Norway,5.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000596D
2169,Sagefossen,Hydro,Reservoir,PP,Norway,12.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000595F
2170,Tyin,Hydro,Reservoir,PP,Norway,440.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000771L
2171,Modalen,Hydro,Reservoir,PP,Norway,1.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000467O
2172,Mo Sufe,Hydro,Reservoir,PP,Norway,12.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000466Q
2173,Refsdal,Hydro,Reservoir,PP,Norway,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000558L
2174,Tosse,Hydro,Reservoir,PP,Norway,3.8,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000776B
2175,Skulafossen,Hydro,Reservoir,PP,Norway,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000642W
2176,Amela,Hydro,Reservoir,PP,Norway,40.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000860M
2177,Rasdalen,Hydro,Run-Of-River,PP,Norway,5.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000557N
2178,Kaldestad,Hydro,Reservoir,PP,Norway,30.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000338Z
2179,Arvik,Hydro,Run-Of-River,PP,Norway,5.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000866A
2180,Tangeland,Hydro,Run-Of-River,PP,Norway,1.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000732V
2181,Vindedal,Hydro,Run-Of-River,PP,Norway,5.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000821W
2182,Nore 1,Hydro,Reservoir,PP,Norway,241.7,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000517Z
2183,Asebotn,Hydro,Reservoir,PP,Norway,17.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000008694
2184,Samnanger,Hydro,Run-Of-River,PP,Norway,3.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000006027
2185,Aroy,Hydro,Reservoir,PP,Norway,107.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP000000008678
2186,Klovtveit,Hydro,Reservoir,PP,Norway,9.9,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WPI00000003635
2187,Hove,Hydro,Reservoir,PP,Norway,73.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",50WP00000000292X
2188,Łaziska 3,Hard Coal,,PP,Poland,905.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001195
2189,Porąbka Żar,Hydro,Pumped Storage,PP,Poland,540.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000247X
2190,Łaziska 2,Hard Coal,,PP,Poland,250.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000116B
2191,Karolin 1,Hard Coal,,PP,Poland,149.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000725
2192,Połaniec,Hard Coal,,PP,Poland,1657.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001519
2193,Turów,Lignite,,PP,Poland,1488.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000199I
2194,Stalowa Wola 3,Hard Coal,,PP,Poland,250.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000193U
2195,Gdynia 3,Hard Coal,,PP,Poland,105.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000061A
2196,Jaworzno 2,Hard Coal,,PP,Poland,189.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000628
2197,Jaworzno 3,Hard Coal,,PP,Poland,1345.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000636
2198,Tychy,Hard Coal,,PP,Poland,40.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000197M
2199,Łagisza,Hard Coal,,PP,Poland,820.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000111L
2200,Azoty Tarnów,Hard Coal,,PP,Poland,102.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000240A
2201,Żarnowiec,Hydro,Pumped Storage,PP,Poland,716.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002418
2202,Żydowo,Hydro,Pumped Storage,PP,Poland,157.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002426
2203,Ec Siekierki,Hard Coal,,PP,Poland,620.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002191
2204,Farma Wiatrowa Margonin,Wind,,PP,Poland,120.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001276
2205,Za Puławy,Hard Coal,,PP,Poland,112.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000212F
2206,Opole,Hard Coal,,PP,Poland,1532.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001292
2207,Wrocław,Hard Coal,,PP,Poland,272.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000213D
2208,Kraków Łęg,Hard Coal,,PP,Poland,446.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000806
2209,Katowice,Hard Coal,,PP,Poland,135.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000076Y
2210,Karolin 2,Hard Coal,,PP,Poland,112.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000741
2211,Ec Włocławek,Natural Gas,,PP,Poland,491.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000256W
2212,Fw Korytnica,Wind,,PP,Poland,82.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000258S
2213,Solina,Hydro,Pumped Storage,PP,Poland,198.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002515
2214,Połaniec 2-Pasywna,Bioenergy,,PP,Poland,205.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000165Z
2215,Ec Białystok,Hard Coal,,PP,Poland,156.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000033F
2216,Blachownia,Hard Coal,,PP,Poland,158.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000034D
2217,Bydgoszcz 2,Hard Coal,,PP,Poland,183.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000035B
2218,Pomorzany,Hard Coal,,PP,Poland,134.2,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000168T
2219,Chorzów,Hard Coal,,PP,Poland,226.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000369
2220,Ec Rzeszów,Natural Gas,,PP,Poland,101.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000169R
2221,Ec Żerań,Hard Coal,,PP,Poland,386.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000229Z
2222,Adamów,Lignite,,PP,Poland,600.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000005K
2223,Konin,Lignite,,PP,Poland,128.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000094W
2224,Kozienice 1,Hard Coal,,PP,Poland,1799.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000095U
2225,Fw Darłowo,Wind,,PP,Poland,201.5,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000041G
2226,Fw Marszewo,Wind,,PP,Poland,82.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002604
2227,Dolna Odra,Hard Coal,,PP,Poland,1362.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000043C
2228,Rybnik,Hard Coal,,PP,Poland,1775.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001713
2229,Czechnica,Hard Coal,,PP,Poland,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000040I
2230,Ostrołęka B,Hard Coal,,PP,Poland,647.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001349
2231,Włocławek,Hydro,Run-Of-River,PP,Poland,156.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000004M
2232,Ec Łódź-3,Hard Coal,,PP,Poland,205.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000106E
2233,Mondi Świecie,Hard Coal,,PP,Poland,100.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000238Y
2234,Ec Łódź-4,Hard Coal,,PP,Poland,198.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000107C
2235,Nowa,Hard Coal,,PP,Poland,155.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000239W
2236,Ec Wrotków,Natural Gas,,PP,Poland,231.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000001098
2237,Zakłady Chemiczne Police Sa,Hard Coal,,PP,Poland,100.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002353
2238,Pątnów 2,Lignite,,PP,Poland,464.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000149X
2239,Siersza,Hard Coal,,PP,Poland,677.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002361
2240,Kozienice 2,Hard Coal,,PP,Poland,1120.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000104I
2241,Skawina 3,Hard Coal,,PP,Poland,330.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000186R
2242,Dychów,Hydro,Pumped Storage,PP,Poland,85.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000272Y
2243,Fw Egl,Wind,,PP,Poland,111.4,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000563
2244,International Paper Kwidzyn,Hard Coal,,PP,Poland,111.6,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002337
2245,Pkn Orlen,Oil,,PP,Poland,345.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000002345
2246,Bełchatów,Lignite,,PP,Poland,5420.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000016F
2247,Ec Nowa Sarzyna,Natural Gas,,PP,Poland,128.9,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W0000000000571
2248,Pątnów 1,Lignite,,PP,Poland,1222.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000142A
2249,Farma Wiatrowa Banie,Wind,,PP,Poland,50.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000275S
2250,Gdańsk 2,Hard Coal,,PP,Poland,217.3,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000059Y
2251,Zielona Góra,Natural Gas,,PP,Poland,188.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",19W000000000230D
2252,Carrapatelo,Hydro,Run-Of-River,PP,Portugal,201.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WCARRAPA-----2
2253,Miranda Ii,Hydro,Run-Of-River,PP,Portugal,189.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WMIRANII-----E
2254,Valeira,Hydro,Run-Of-River,PP,Portugal,240.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WVALEIRA-----B
2255,Crestuma,Hydro,Run-Of-River,PP,Portugal,117.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WCRESTUM-----6
2256,Pego,Hard Coal,,PP,Portugal,576.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WRPG---------5
2257,Castelo Bode,Hydro,Reservoir,PP,Portugal,159.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WCBODE-------5
2258,T.Outeiro C.C.,Natural Gas,,PP,Portugal,990.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WRTG---------V
2259,V.Nova Ii(Frades),Hydro,Pumped Storage,PP,Portugal,191.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WFRADES------T
2260,Baixo Sabor Montante,Hydro,Pumped Storage,PP,Portugal,153.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WBASBM-------8
2261,Lares,Natural Gas,,PP,Portugal,826.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WLARES-------R
2262,Picote,Hydro,Run-Of-River,PP,Portugal,195.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WPICOTE------0
2263,Cabril,Hydro,Reservoir,PP,Portugal,108.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WCABRIL------U
2264,Alto Lindoso,Hydro,Reservoir,PP,Portugal,630.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WALINDO------J
2265,Bemposta Ii,Hydro,Run-Of-River,PP,Portugal,191.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WBEMPOII-----R
2266,Salamonde Ii,Hydro,Pumped Storage,PP,Portugal,220.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WSALAM2------Z
2267,Pocinho,Hydro,Run-Of-River,PP,Portugal,186.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WPOCINHO-----S
2268,Alqueva Ii,Hydro,Pumped Storage,PP,Portugal,254.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WALQUEII-----Q
2269,Bemposta,Hydro,Run-Of-River,PP,Portugal,240.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WBEMPOS------6
2270,Sines,Hard Coal,,PP,Portugal,1180.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WSINES1------G
2271,Aguieira,Hydro,Pumped Storage,PP,Portugal,336.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WAGUIE-------3
2272,Vilarinho F.,Hydro,Pumped Storage,PP,Portugal,125.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WVFURNA------1
2273,Miranda,Hydro,Run-Of-River,PP,Portugal,180.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16W-MIRANDA----I
2274,Torrao,Hydro,Run-Of-River,PP,Portugal,140.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WTORRAO------V
2275,Ribatejo,Natural Gas,,PP,Portugal,1176.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WRIBATE------E
2276,Pego C.C.,Natural Gas,,PP,Portugal,837.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WPEGO--------O
2277,Alqueva,Hydro,Pumped Storage,PP,Portugal,254.0,,,,"https://transparency.entsoe.eu/generation/r2/
                                  installedCapacityPerProductionUnit/show",16WALQUE-------F
