id,CARMA,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
174,Letten,,Letten,Letten,Switzerland,Hydro,Run-Of-River,5.0,47.3768396452,8.54116096673,"BFE, Switzerland Power Plant.csv"
175,Tinizong,,Tinizong,Tinizong,Switzerland,Hydro,Reservoir,76.5,46.4911741617,8.70725678588,"BFE, Switzerland Power Plant.csv"
176,Castasegna,,Castasegna,Castasegna,Switzerland,Hydro,Reservoir,100.0,46.2824550726,8.34309752787,"BFE, Switzerland Power Plant.csv"
177,Sublin,,Sublin,Sublin,Switzerland,Hydro,Run-Of-River,10.61,46.2586183709,7.02580029112,"BFE, Switzerland Power Plant.csv"
178,Bocki,,Bocki,Bocki,Switzerland,Hydro,Run-Of-River,8.7,46.8299068945,8.6413307802,"BFE, Switzerland Power Plant.csv"
179,Charmey,,Charmey perré,Charmey le perré,Switzerland,Hydro,Run-Of-River,5.27,46.6170422783,7.10924976875,"BFE, Switzerland Power Plant.csv"
180,Montbovon,,Montbovon,Montbovon,Switzerland,Hydro,Run-Of-River,31.0,46.7446943427,7.64822181314,"BFE, Switzerland Power Plant.csv"
181,Montpezat,,Montpezat,Montpezat,France,Hydro,Reservoir,133.7,44.2208135,5.180475,"RTE, France Power Plant.csv"
182,Saussaz,,Saussaz,Saussaz,France,Hydro,Run-Of-River,146.0,45.214172,6.4746025,"RTE, France Power Plant.csv"
183,Passy,,Passy,Passy,France,Hydro,Run-Of-River,109.4,45.9183485,6.7067855,"RTE, France Power Plant.csv"
184,Dirinon,,Dirinon,Dirinon,France,Oil,,171.692,48.3940555,-4.2669475,"RTE, France Power Plant.csv"
185,Vitry arrighi,,Arrighi,Arrighi,France,Oil,,254.0,48.7893345,2.409626,"RTE, France Power Plant.csv"
186,Lee hydro,,Les clées,Lee,Ireland,Hydro,Run-Of-River,30.0,49.3072300884,-1.09417038954,"BFE, Ireland and Northern Ireland.csv"
187,Grono,,Grono,Grono,Switzerland,Hydro,Run-Of-River,37.5,46.2443999977,9.15138900217,"BFE, Switzerland Power Plant.csv"
188,Lostallo,,Lostallo,Lostallo,Switzerland,Hydro,Run-Of-River,25.0,46.6165226201,8.66322819597,"BFE, Switzerland Power Plant.csv"
189,Ackersand,,Ackersand,Ackersand,Switzerland,Hydro,Run-Of-River,93.6,46.405518555,8.1258162345,"BFE, Switzerland Power Plant.csv"
190,Morel rhowag,,Mörel,Mörel,Switzerland,Hydro,Run-Of-River,89.0,46.7451165508,8.25106146242,"BFE, Switzerland Power Plant.csv"
191,Ilanz panix,,Ilanz stufe panix pigniu,Ilanz,Switzerland,Hydro,Reservoir,52.5,46.543012493,8.53744668585,"BFE, Switzerland Power Plant.csv"
192,Ardon,,Ardon,Ardon,Switzerland,Hydro,Run-Of-River,52.0,46.2198459467,7.3060765919,"BFE, Switzerland Power Plant.csv"
193,Aarewerk,,Aarewerk thun,Aarewerk thun,Switzerland,Hydro,Run-Of-River,9.15,46.7564296514,7.61925950117,"BFE, Switzerland Power Plant.csv"
194,Ryburg schworstadt,,Ryburg schwörstadt,Ryburg schwörstadt,Switzerland,Hydro,Run-Of-River,120.35,47.5706177656,7.81386754942,"BFE, Switzerland Power Plant.csv"
195,Olivone,,Olivone,Olivone,Switzerland,Hydro,Reservoir,102.0,46.7647938879,8.95942569594,"BFE, Switzerland Power Plant.csv"
196,Verbano,,Verbano,Verbano,Switzerland,Hydro,Reservoir,181.0,46.5331900311,8.71940475877,"BFE, Switzerland Power Plant.csv"
197,Bavona,,Bavona,Bavona,Switzerland,Hydro,Reservoir,140.0,46.5616227215,8.64178064847,"BFE, Switzerland Power Plant.csv"
198,Pradella,,Pradella,Pradella,Switzerland,Hydro,Reservoir,300.96,46.800787867,10.3186450915,"BFE, Switzerland Power Plant.csv"
199,Velsen,,Velsen vn,Centrale velsen,Netherlands,Natural Gas,,885.258,52.4698541667,4.63443036667,"Tennet_Q22015, Netherlands Power Plant.csv"
200,Kublis,,Küblis,Küblis,Switzerland,Hydro,Run-Of-River,45.6,46.828666895,9.00961018303,"BFE, Switzerland Power Plant.csv"
201,Schlappin,,Schlappin,Schlappin,Switzerland,Hydro,Run-Of-River,6.1,46.9175240026,9.81427895057,"BFE, Switzerland Power Plant.csv"
202,Pravizin bruggwiti,,Flums pravizin bruggwiti,Pravizin bruggwiti,Switzerland,Hydro,Run-Of-River,5.0,47.0885689554,9.33877846831,"BFE, Switzerland Power Plant.csv"
203,Dernier,,Dernier,Dernier,Switzerland,Hydro,Reservoir,28.0,46.9488226347,7.30205757078,"BFE, Switzerland Power Plant.csv"
204,Peuffeyre,,Peuffeyre,Peuffeyre,Switzerland,Hydro,Run-Of-River,24.0,46.2654357528,7.74784722161,"BFE, Switzerland Power Plant.csv"
205,Montcherand,,Montcherand,Montcherand,Switzerland,Hydro,Run-Of-River,15.6,46.7304154794,6.51084220347,"BFE, Switzerland Power Plant.csv"
206,Lutschental,,Burglauenen lütschental,Lütschental,Switzerland,Hydro,Run-Of-River,11.9,46.6681126722,7.99569913403,"BFE, Switzerland Power Plant.csv"
207,Schaffhausen,,Schaffhausen,Schaffhausen,Switzerland,Hydro,Run-Of-River,28.9,47.3592019299,8.37166445342,"BFE, Switzerland Power Plant.csv"
208,Barenburg,,Bärenburg,Bärenburg,Switzerland,Hydro,Reservoir,220.76,46.7963688008,9.09325590885,"BFE, Switzerland Power Plant.csv"
209,Thusis,,Thusis,Thusis,Switzerland,Hydro,Run-Of-River,4.6,46.6936957169,9.44113212669,"BFE, Switzerland Power Plant.csv"
210,Ilanz tavanasa,,Ilanz stufe tavanasa,Ilanz,Switzerland,Hydro,Run-Of-River,34.5,47.0229579596,9.11130478585,"BFE, Switzerland Power Plant.csv"
211,Zervreila,,Seekraftwerk zervreila,Zervreila,Switzerland,Hydro,Reservoir,22.0,46.5958703499,9.14861419451,"BFE, Switzerland Power Plant.csv"
212,Safien,,Safien platz,Safien platz,Switzerland,Hydro,Reservoir,99.32,46.9338581959,8.73972521092,"BFE, Switzerland Power Plant.csv"
213,Realta,,Rabiusa realta,Realta,Switzerland,Hydro,Run-Of-River,26.0,46.9575215608,9.37005229499,"BFE, Switzerland Power Plant.csv"
214,L'aubonne,,Plan dessous,Plan dessous,Switzerland,Hydro,Run-Of-River,11.0,46.4971757639,6.38868127764,"BFE, Switzerland Power Plant.csv"
215,Cavergno,,Cavergno,Cavergno,Switzerland,Hydro,Reservoir,114.0,46.7204187641,8.86118461115,"BFE, Switzerland Power Plant.csv"
216,Biasca,,Biasca,Biasca,Switzerland,Hydro,Reservoir,324.0,46.6094841724,9.00459272265,"BFE, Switzerland Power Plant.csv"
217,Peccia sambuco,,Sambuco peccia,Peccia sambuco,Switzerland,Hydro,Pumped Storage,54.0,46.6704712888,8.15116329004,"BFE, Switzerland Power Plant.csv"
218,Tenero,,Verzasca tenero,Tenero centrale di dotazione,Switzerland,Hydro,Run-Of-River,4.25,46.181546599,8.85217085538,"BFE, Switzerland Power Plant.csv"
219,Campocologno,,Campocologno,Campocologno,Switzerland,Hydro,Reservoir,51.62,46.4327086335,9.8566786965,"BFE, Switzerland Power Plant.csv"
220,Ladral,,Ladral,Ladral,Switzerland,Hydro,Run-Of-River,5.6,46.772545367,9.11363545703,"BFE, Switzerland Power Plant.csv"
221,Plons,,Plons,Plons,Switzerland,Hydro,Run-Of-River,4.5,47.0498102819,9.41159493337,"BFE, Switzerland Power Plant.csv"
222,Massaboden,,Massaboden,Massaboden,Switzerland,Hydro,Run-Of-River,8.2,46.3414987658,7.98901258672,"BFE, Switzerland Power Plant.csv"
223,Ritom sbb,,Ritom,Ritom,Switzerland,Hydro,Reservoir,44.0,46.547420355,8.20991692136,"BFE, Switzerland Power Plant.csv"
224,Vernayaz,,Vernayaz cff,Vernayaz cff,Switzerland,Hydro,Reservoir,92.0,46.1349379341,7.03752198136,"BFE, Switzerland Power Plant.csv"
225,Amsteg,,Amsteg,Amsteg regulierzentrale,Switzerland,Hydro,Run-Of-River,121.73,47.0053052703,8.54985497929,"BFE, Switzerland Power Plant.csv"
226,Lavey,,Lavey,Lavey,Switzerland,Hydro,Run-Of-River,90.0,46.6146197246,7.783523871,"BFE, Switzerland Power Plant.csv"
227,Orsieres,,Orsières,Orsières,Switzerland,Hydro,Run-Of-River,26.4,46.334094629,7.54454676668,"BFE, Switzerland Power Plant.csv"
228,Lizun,,Lizun,Lizun,Switzerland,Hydro,Run-Of-River,6.6,46.3806401186,9.65796327585,"BFE, Switzerland Power Plant.csv"
229,Islas,,Islas,Islas,Switzerland,Hydro,Run-Of-River,4.69,46.5056195848,9.85728901713,"BFE, Switzerland Power Plant.csv"
230,Lobbia forno,,Fornowerk löbbia,Löbbia forno,Switzerland,Hydro,Run-Of-River,9.0,46.3749522123,9.65890088302,"BFE, Switzerland Power Plant.csv"
231,Tiefencastel ost,,Tiefencastel ost,Tiefencastel ost,Switzerland,Hydro,Reservoir,52.0,46.8504175289,8.48234233718,"BFE, Switzerland Power Plant.csv"
232,Lobbia albigna,,Albignawerk löbbia,Löbbia albigna,Switzerland,Hydro,Reservoir,86.1,46.7554458216,9.12367690273,"BFE, Switzerland Power Plant.csv"
233,Bisisthal,,Bisisthal,Bisisthal,Switzerland,Hydro,Run-Of-River,15.8,46.9466216843,8.82799774611,"BFE, Switzerland Power Plant.csv"
234,Rheinau ch,,Rheinau,Rheinau,Switzerland,Hydro,Run-Of-River,36.8,47.2051686186,9.37614628906,"BFE, Switzerland Power Plant.csv"
235,Tiefencastel west,,Tiefencastel west,Tiefencastel west,Switzerland,Hydro,Run-Of-River,26.0,46.8224658289,8.23186148719,"BFE, Switzerland Power Plant.csv"
236,Solis,,Solis,Solis,Switzerland,Hydro,Run-Of-River,7.3,46.6819220936,9.52521300017,"BFE, Switzerland Power Plant.csv"
237,Bondo,,Bondo,Bondo,Switzerland,Hydro,Run-Of-River,6.9,46.3339963909,9.55121328995,"BFE, Switzerland Power Plant.csv"
238,Sand plessur,,Plessurwerk,Sand plessur,Switzerland,Hydro,Run-Of-River,9.4,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv"
239,Schiffenen,,Schiffenen,Schiffenen,Switzerland,Hydro,Reservoir,71.0,46.9006628023,8.09579216811,"BFE, Switzerland Power Plant.csv"
240,Rossens hauterive,,Hauterive,Hauterive,Switzerland,Hydro,Reservoir,69.7,47.1679346844,8.1186651272,"BFE, Switzerland Power Plant.csv"
241,Chatelot,,Le châtelot,Le châtelot centr. dotation,Switzerland,Hydro,Run-Of-River,32.6,47.1602444734,7.1799582787,"BFE, Switzerland Power Plant.csv"
242,Broc,,Broc,Broc,Switzerland,Hydro,Run-Of-River,25.0,46.8336638112,7.59122882636,"BFE, Switzerland Power Plant.csv"
243,Luzzone,,Luzzone,Luzzone,Switzerland,Hydro,Run-Of-River,20.0,46.565256077,8.96078316021,"BFE, Switzerland Power Plant.csv"
244,Robiei,,Robiei,Robiei,Switzerland,Hydro,Pumped Storage,173.0,46.3425356449,8.20222690041,"BFE, Switzerland Power Plant.csv"
245,Combe garot,,Combe garot,Combe garot,Switzerland,Hydro,Run-Of-River,4.86,46.9623191064,6.79639758751,"BFE, Switzerland Power Plant.csv"
246,Cavaglia,,Cavaglia,Cavaglia,Switzerland,Hydro,Reservoir,8.3,46.3680968766,10.0363058541,"BFE, Switzerland Power Plant.csv"
247,Robbia,,Robbia,Robbia,Switzerland,Hydro,Reservoir,27.0,46.3482642227,10.0610921706,"BFE, Switzerland Power Plant.csv"
248,Klosters,,Klosters,Klosters,Switzerland,Hydro,Reservoir,17.0,46.861014512,9.89557404649,"BFE, Switzerland Power Plant.csv"
249,Tierfehd limmern,,Tierfehd limmern,Tierfehd limmern,Switzerland,Hydro,Reservoir,261.0,47.0364937218,8.71774562449,"BFE, Switzerland Power Plant.csv"
250,Schwanden sernf rb,,Sernf,Schwanden sernf,Switzerland,Hydro,Run-Of-River,15.7,46.9957286985,9.08713105463,"BFE, Switzerland Power Plant.csv"
251,Rupperswil auenstein,,Rupperswil auenstein,Rupperswil,Switzerland,Hydro,Run-Of-River,41.74,47.4111686439,8.11449882213,"BFE, Switzerland Power Plant.csv"
252,Wildegg brugg,,Wildegg brugg,Wildegg brugg,Switzerland,Hydro,Run-Of-River,57.1,47.2959614722,7.85316867219,"BFE, Switzerland Power Plant.csv"
253,Fatschbach,,Fätschbach,Fätschbach,Switzerland,Hydro,Run-Of-River,15.0,46.915510447,8.98790156154,"BFE, Switzerland Power Plant.csv"
254,Maigrauge oelberg,,Oelberg,Oelberg,Switzerland,Hydro,Reservoir,18.3,46.8017059504,7.1673408094,"BFE, Switzerland Power Plant.csv"
255,Chanrion new,,Chanrion,Chanrion,Switzerland,Hydro,Run-Of-River,30.0,45.99977203,7.35062083304,"BFE, Switzerland Power Plant.csv"
256,Sarelli,,Sarelli,Sarelli,Switzerland,Hydro,Reservoir,90.0,47.1173482146,9.03801987744,"BFE, Switzerland Power Plant.csv"
257,Spina isola,,Spina isola,Spina isola,Switzerland,Hydro,Reservoir,20.9,46.431134362,9.20699910427,"BFE, Switzerland Power Plant.csv"
258,Tavanasa kvr,,Tavanasa kvr,Tavanasa kvr,Switzerland,Hydro,Reservoir,180.0,46.8669001101,9.09963406402,"BFE, Switzerland Power Plant.csv"
259,Kappelerhof,,Kappelerhof,Kappelerhof,Switzerland,Hydro,Run-Of-River,7.0,47.4845539139,8.29283192528,"BFE, Switzerland Power Plant.csv"
260,Tremorgio,,Tremorgio,Tremorgio,Switzerland,Hydro,Reservoir,10.0,46.4902114363,8.73670424626,"BFE, Switzerland Power Plant.csv"
261,Morobbia,,Morobbia,Morobbia,Switzerland,Hydro,Run-Of-River,15.5,46.1680636081,9.01689952707,"BFE, Switzerland Power Plant.csv"
262,Lotschen,,Lötschen,Lötschen,Switzerland,Hydro,Run-Of-River,122.0,46.6832309232,8.58178405217,"BFE, Switzerland Power Plant.csv"
263,Rhone chippis,,Chippis rhône,Chippis rhône,Switzerland,Hydro,Run-Of-River,88.0,46.7997243856,8.41561163317,"BFE, Switzerland Power Plant.csv"
264,Ova spin,,Ova spin dotieranlage,Ova spin dotierzentrale,Switzerland,Hydro,Run-Of-River,54.47,47.0139578153,9.02413117505,"BFE, Switzerland Power Plant.csv"
265,Tannuwald,,Tannuwald,Tannuwald,Switzerland,Hydro,Run-Of-River,5.2,46.1499409889,8.10793668693,"BFE, Switzerland Power Plant.csv"
266,Schwanden niederenbach,,Niederenbach,Schwanden niederenbach,Switzerland,Hydro,Reservoir,28.2,46.9957286985,9.08713105463,"BFE, Switzerland Power Plant.csv"
267,Ferrera khr,,Ferrera,Ferrera,Switzerland,Hydro,Run-Of-River,188.63,46.4239723323,8.72543814257,"BFE, Switzerland Power Plant.csv"
268,Sils khr,,Sils,Sils khr,Switzerland,Hydro,Reservoir,273.0,46.9807700383,9.1590273943,"BFE, Switzerland Power Plant.csv"
269,Hopflauenen leimboden,,Hopflauenen leimboden,Hopflauenen leimboden,Switzerland,Hydro,Run-Of-River,6.0,46.715113414,8.27751698219,"BFE, Switzerland Power Plant.csv"
270,Birsfelden,,Birsfelden,Birsfelden,Switzerland,Hydro,Run-Of-River,100.0,47.4749669684,7.49802505278,"BFE, Switzerland Power Plant.csv"
271,Engeweiher,,Engeweiher,Engeweiher,Switzerland,Hydro,Pumped Storage,5.3,47.6934840779,8.63043555306,"BFE, Switzerland Power Plant.csv"
272,Muttsee,,Muttsee,Muttsee,Switzerland,Hydro,Reservoir,4.4,46.8464330851,9.01279515584,"BFE, Switzerland Power Plant.csv"
273,Ruchlig,,Rüchlig hkw,Rüchlig,Switzerland,Hydro,Run-Of-River,12.05,47.3997456678,8.0498397695,"BFE, Switzerland Power Plant.csv"
274,Heiligkreuz,,Heiligkreuz,Heiligkreuz,Switzerland,Hydro,Run-Of-River,41.0,46.301535831,7.56448809279,"BFE, Switzerland Power Plant.csv"
275,Ruppoldingen,,Ruppoldingen,Ruppoldingen,Switzerland,Hydro,Run-Of-River,23.0,47.072767728,8.58057893708,"BFE, Switzerland Power Plant.csv"
276,Mottec,,Mottec,Mottec,Switzerland,Hydro,Pumped Storage,71.0,46.395030269,7.72637351398,"BFE, Switzerland Power Plant.csv"
277,Pallazuit,,Pallazuit,Pallazuit,Switzerland,Hydro,Reservoir,40.0,46.7017490465,7.34574716598,"BFE, Switzerland Power Plant.csv"
278,Flumenthal,,Flumenthal,Flumenthal,Switzerland,Hydro,Run-Of-River,23.4,47.0461775074,9.01212494309,"BFE, Switzerland Power Plant.csv"
279,Neubrigg,,Neubrigg,Neubrigg,Switzerland,Hydro,Run-Of-River,26.0,46.7746389324,7.70367106362,"BFE, Switzerland Power Plant.csv"
280,Palu ch,,Palü,Palü,Switzerland,Hydro,Reservoir,10.4,46.3900182161,10.0242813948,"BFE, Switzerland Power Plant.csv"
281,Mapragg,,Mapragg,Mapragg,Switzerland,Hydro,Pumped Storage,279.9,47.0573247488,9.47597553975,"BFE, Switzerland Power Plant.csv"
282,Tierfehd hintersand,,Tierfehd hintersand,Tierfehd hintersand,Switzerland,Hydro,Run-Of-River,42.0,46.8761153436,8.98702934899,"BFE, Switzerland Power Plant.csv"
283,Lontsch,,Am löntsch,Am löntsch,Switzerland,Hydro,Reservoir,89.1,46.7454789909,8.10543941677,"BFE, Switzerland Power Plant.csv"
284,Kubel,,Kubel,Kubel,Switzerland,Hydro,Run-Of-River,15.01,47.4019094764,9.32364063827,"BFE, Switzerland Power Plant.csv"
285,Erlenbach bkw,,Erlenbach,Erlenbach,Switzerland,Hydro,Run-Of-River,18.0,46.6568821564,7.54811891222,"BFE, Switzerland Power Plant.csv"
286,Simmenfluh,,Simmenfluh,Simmenfluh,Switzerland,Hydro,Run-Of-River,9.0,46.6727987868,7.62264084059,"BFE, Switzerland Power Plant.csv"
287,Ernen binn,,Ernen,Ernen,Switzerland,Hydro,Run-Of-River,34.0,47.0124439223,8.45525395482,"BFE, Switzerland Power Plant.csv"
288,Chanet,,Usine du chanet,Usine du chanet,Switzerland,Hydro,Run-Of-River,4.4,46.9592586149,6.82888645291,"BFE, Switzerland Power Plant.csv"
289,,,Clauscentrale,Clauscentrale,Netherlands,Other,,510.0,51.15184995,5.9080819,"Tennet_Q12015, Netherlands Power Plant.csv"
290,,,Edh,Edh,Netherlands,Natural Gas,,112.0,52.07661825,4.2906769,"Tennet_Q12015, Netherlands Power Plant.csv"
291,,,Mk,Mk,Netherlands,Natural Gas,,103.0,52.101271,5.0791213,"Tennet_Q12015, Netherlands Power Plant.csv"
292,,,Cordemais,Cordemais,France,Coal,"Hard Coal, Steam Turbine",1160.0,47.27712,-1.88012,"RTE, France Power Plant.csv"
293,,,Cordemais,Cordemais,France,Oil,,1370.0,47.27712,-1.88012,"RTE, France Power Plant.csv"
294,,,Montereau,Montereau,France,Oil,,370.0,48.38045,2.85108,"RTE, France Power Plant.csv"
295,,,Amfard,Amfard,France,Natural Gas,,260.0,,,"RTE, France Power Plant.csv"
296,,,Blenod,Blenod,France,Natural Gas,,427.0,48.86959,6.08377,"RTE, France Power Plant.csv"
297,,,Bouchain,Bouchain,France,Natural Gas,,575.0,50.29774,3.31429,"RTE, France Power Plant.csv"
298,,,Cycofos,Cycofos,France,Natural Gas,,428.0,43.42801,4.88652,"RTE, France Power Plant.csv"
299,,,Fr ga morant,Fr ga morant,France,Natural Gas,,401.0,46.27282,3.30095,"RTE, France Power Plant.csv"
300,,,Spem,Spem,France,Natural Gas,,480.0,47.30265,-2.14028,"RTE, France Power Plant.csv"
301,,,Montelimar,Montelimar,France,Hydro,Run-Of-River,295.0,44.59281,4.72593,"RTE, France Power Plant.csv"
302,,,Saint pierre cognet,Saint pierre cognet,France,Hydro,Run-Of-River,223.0,44.87249,5.77319,"RTE, France Power Plant.csv"
303,,,Vallabregues,Vallabregues,France,Hydro,Run-Of-River,210.0,43.82415,4.64349,"RTE, France Power Plant.csv"
304,,,Aigle,Aigle,France,Hydro,Reservoir,360.0,45.24373,2.22483,"RTE, France Power Plant.csv"
305,,,Val giuf,Val giuf,Switzerland,Hydro,Run-Of-River,1.5,46.6713364433,8.75072947495,"BFE, Switzerland Power Plant.csv"
306,,,Trun,Trun,Switzerland,Hydro,Run-Of-River,0.6,46.7435050176,8.98649363197,"BFE, Switzerland Power Plant.csv"
307,,,Dardin casut,Dardin casut,Switzerland,Hydro,Run-Of-River,0.4,46.7573816308,9.04999337816,"BFE, Switzerland Power Plant.csv"
308,,,Lunschania,Lunschania,Switzerland,Hydro,Run-Of-River,0.94,46.6601503473,9.18823038522,"BFE, Switzerland Power Plant.csv"
309,,,Bargaus,Bargaus,Switzerland,Hydro,Run-Of-River,2.82,46.7931455833,9.27364512391,"BFE, Switzerland Power Plant.csv"
310,,,Punt gronda segnas,Punt gronda segnas,Switzerland,Hydro,Run-Of-River,2.62,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
311,,,Punt gronda platt alva,Punt gronda platt alva,Switzerland,Hydro,Run-Of-River,0.64,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
312,,,Punt gronda tarschlims,Punt gronda tarschlims,Switzerland,Hydro,Run-Of-River,0.3,46.8384516549,9.26509335259,"BFE, Switzerland Power Plant.csv"
313,,,Stenna flims flembach,Stenna flims,Switzerland,Hydro,Run-Of-River,1.73,46.8337568535,9.28289622392,"BFE, Switzerland Power Plant.csv"
314,,,"Flims, felsbach karstwasser","Flims, felsbach karstwasser",Switzerland,Hydro,Run-Of-River,0.88,46.8340905068,9.31765249379,"BFE, Switzerland Power Plant.csv"
315,,,"Flims, felsbach bergwasser","Flims, felsbach bergwasser",Switzerland,Hydro,Run-Of-River,0.28,46.8340905068,9.31765249379,"BFE, Switzerland Power Plant.csv"
316,,,Mulin,Mulin,Switzerland,Hydro,Run-Of-River,1.6,46.833447951,9.34018135796,"BFE, Switzerland Power Plant.csv"
317,,,Nufenen,Nufenen,Switzerland,Hydro,Run-Of-River,0.3,46.5430537927,9.24795177052,"BFE, Switzerland Power Plant.csv"
318,,,Splügen tambobach,Splügen tambobach,Switzerland,Hydro,Run-Of-River,1.8,46.5459228175,9.30973326414,"BFE, Switzerland Power Plant.csv"
319,,,Preda bergün,Preda,Switzerland,Hydro,Run-Of-River,0.9,46.5874577736,9.77845017026,"BFE, Switzerland Power Plant.csv"
320,,,Frauenkirch,Frauenkirch,Switzerland,Hydro,Run-Of-River,0.7,46.7688686224,9.80558112281,"BFE, Switzerland Power Plant.csv"
321,,,Glaris,Glaris,Switzerland,Hydro,Run-Of-River,1.13,46.7360930283,9.77586865383,"BFE, Switzerland Power Plant.csv"
322,,,Stalvedro julia,Stalvedro julia,Switzerland,Hydro,Run-Of-River,0.65,46.4796105068,9.6452128901,"BFE, Switzerland Power Plant.csv"
323,,,Nandrò,Nandrò,Switzerland,Hydro,Run-Of-River,1.59,46.5681520979,9.5702754213,"BFE, Switzerland Power Plant.csv"
324,,,Rabiusawerk,Sand rabiusa,Switzerland,Hydro,Run-Of-River,0.71,46.8404306281,9.54250541843,"BFE, Switzerland Power Plant.csv"
325,,,Taschinas,Taschinas,Switzerland,Hydro,Run-Of-River,11.33,46.9828412314,9.64486330331,"BFE, Switzerland Power Plant.csv"
326,,,Igiser mülbach landquart,Landquart,Switzerland,Hydro,Run-Of-River,1.21,46.9570649025,9.57336009547,"BFE, Switzerland Power Plant.csv"
327,,,Ragaz,Ragaz,Switzerland,Hydro,Run-Of-River,0.7,47.0000948296,9.50115288825,"BFE, Switzerland Power Plant.csv"
328,,,Valeis,Valeis,Switzerland,Hydro,Run-Of-River,1.2,47.0232622307,9.44809505335,"BFE, Switzerland Power Plant.csv"
329,,,Grossbach,Grossbach,Switzerland,Hydro,Run-Of-River,0.7,47.0258051067,9.44161096561,"BFE, Switzerland Power Plant.csv"
330,,,Sevelen,Sevelen,Switzerland,Hydro,Run-Of-River,1.14,47.1209036183,9.48300188061,"BFE, Switzerland Power Plant.csv"
331,,,Buchs vorderberg,Vorderberg,Switzerland,Hydro,Run-Of-River,0.98,47.1490022349,9.44582705102,"BFE, Switzerland Power Plant.csv"
332,,,Buchs tobeläckerli,Tobeläckerli,Switzerland,Hydro,Run-Of-River,0.69,47.1562316902,9.46456548914,"BFE, Switzerland Power Plant.csv"
333,,,Buchs altendorf,Altendorf buchs,Switzerland,Hydro,Run-Of-River,3.56,47.1569967916,9.46710077053,"BFE, Switzerland Power Plant.csv"
334,,,Grabs bannwald,Bannwald,Switzerland,Hydro,Run-Of-River,0.74,47.17262767,9.41689346785,"BFE, Switzerland Power Plant.csv"
