id,Carma,Fias,Geo,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
168,Ringvaart,,Ringvaart,Ringvaart Steg,Belgium,Natural Gas,Combined Cycle Gas Turbine,359.0,51.1020865,3.718874,Belgium Power Plant.csv
169,Gent Ham,,Ham Ghent Ocgt And Heat,Ham,Belgium,Natural Gas,Open Cycle Gas Turbine,156.0,51.0548,3.72653335,Belgium Power Plant.csv
170,Saint Chamas,,Saint Chamas,Saint Chamas,France,Hydro,Dam with run-of-river generation,165.0,43.538232,5.053122,France Power Plant.csv
171,Nogent,,Nogent,Nogent,France,Nuclear,,2726.0,48.5161813223,3.51793863545,EU Nuclear Power.csv
172,Saint Etienne Cantales,,Saint Etienne Cantales,St Etienne Cantales,France,Hydro,Dam on river with reservoir,105.0,44.9459135,2.2215885,France Power Plant.csv
173,Simeri Crichi,,Edison Simeri Crichi,Simeri Crichi,Italy,Natural Gas,Combined Cycle Gas Turbine,857.0,38.902426,16.651835,Italy Power Plant.csv
174,Golfech,,Golfech,Golfech,France,Nuclear,,2726.0,44.1063474143,0.844769004409,EU Nuclear Power.csv
175,Altomonte,,Edison Altomonte,Altomonte,Italy,Natural Gas,Combined Cycle Gas Turbine,757.0,39.5735971334,16.1983941747,Italy Power Plant.csv
176,Strasbourg,,Strasbourg,Strasbourg,France,Hydro,Dam with run-of-river generation,141.0,48.5547105644,7.76997903443,France Power Plant.csv
177,Grands Malades,,Grand Malades,Hu Grand Malades,Belgium,Hydro,Barrage with run-of-river Generation,5.0,50.4614282398,4.88543202362,Belgium Power Plant.csv
178,Ampsin Neuville,,Ampsin Neuville,Hu Ampsin Neuville,Belgium,Hydro,Barrage with run-of-river Generation,9.9,50.5375133033,5.2870503479,Belgium Power Plant.csv
179,Bathie,,Bathie,Bathie,France,Hydro,Dam on a lake,1056.0,45.636483,6.44882,France Power Plant.csv
180,Serre Poncon,,Serre Poncon,Serre Poncon,France,Hydro,Dam on river with reservoir,360.0,44.4678835,6.2434525,France Power Plant.csv
181,Monteynard,,Monteyard Avigonnet,Monteynard,France,Hydro,Dam on river with reservoir,360.0,45.079788,5.109954,France Power Plant.csv
182,Angleur,,Angleur,Angleur Tg,Belgium,Natural Gas,Combined Cycle Gas Turbine,238.0,50.6144975563,5.59156122742,Belgium Power Plant.csv
183,Bussi,,Edison Bussi Sul Tirino,Bussi,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,133.0,42.2044116667,13.8352413333,Italy Power Plant.csv
184,Malgovert,,Brevieres Malgovert,Malgovert,France,Hydro,Dam on a lake,396.0,45.6462613098,6.5903048706,France Power Plant.csv
185,Civaux,,Civaux,Civaux,France,Nuclear,,3122.0,46.4565023485,0.653792867337,EU Nuclear Power.csv
186,Tricastin,,Tricastin,Tricastin,France,Nuclear,,3820.0,44.3304294022,4.73167127119,EU Nuclear Power.csv
187,Bort,,Bort Les Orgues,Bort,France,Hydro,Dam on river with reservoir,240.0,45.4065,2.4995,France Power Plant.csv
188,Saint Esteve,,Saint Esteve Janson,Saint Esteve,France,Hydro,Dam with run-of-river generation,156.0,43.93766665,5.77583335,France Power Plant.csv
189,Gravelines,,Gravelines,Gravelines,France,Nuclear,,5706.0,51.0146941662,2.13466022353,EU Nuclear Power.csv
190,Torviscosa,,Edison Torviscosa,Torviscosa,Italy,Natural Gas,Combined Cycle Gas Turbine,785.0,45.816972,13.289411,Italy Power Plant.csv
191,Cattenom,,Cattenom,Cattenom,France,Nuclear,,5448.0,49.415939338,6.21749893003,EU Nuclear Power.csv
192,Jesi,,Edison Jesi,Jesi,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,125.0,43.5419860333,13.2716441333,Italy Power Plant.csv
193,Flamanville,,Flamanville,Flamanville,France,Nuclear,,2764.0,49.5364813945,-1.88200338637,EU Nuclear Power.csv
194,Fessenheim,,Fessenheim,Fessenheim,France,Nuclear,,1840.0,47.9102962882,7.55005238201,EU Nuclear Power.csv
195,Grand Maison,,Grand Maison,Grand Maison,France,Hydro,Pumped Storage Power Plant,1800.0,45.152617,6.065418,France Power Plant.csv
196,Paluel,,Paluel,Paluel,France,Nuclear,,5528.0,49.8581379976,0.635462992121,EU Nuclear Power.csv
197,Fessenheim Hydro,,Fessenheim,Fessenheim,France,Hydro,Dam with run-of-river generation,166.0,47.9162205,7.5539925,France Power Plant.csv
198,Chastang,,Chastang,Chastang,France,Hydro,Dam on river with reservoir,300.0,45.1413555,2.01667,France Power Plant.csv
199,Sarmato,,Edison Sarmato,Sarmato,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,180.0,45.055376,9.49730733333,Italy Power Plant.csv
200,Sarrans,,Sarrans,Sarrans,France,Hydro,Dam on river with reservoir,180.0,44.8368285,2.7005945,France Power Plant.csv
201,Rhinau,,Rhinau,Rhinau,France,Hydro,Dam with run-of-river generation,152.0,48.2872516086,7.67125440979,France Power Plant.csv
202,Blayais,,Blayais,Blayais,France,Nuclear,,3640.0,45.2559166666,-7.22222e-05,EU Nuclear Power.csv
203,Penly,,Penly,Penly,France,Nuclear,,2764.0,49.9765537642,1.21134121319,EU Nuclear Power.csv
204,Marckolsheim,,Marckolsheim,Marckolsheim,France,Hydro,Dam with run-of-river generation,156.0,48.1593557386,7.56650126648,France Power Plant.csv
205,Candela,,Edison Candela,Candela,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,360.0,41.1803306667,15.4888956667,Italy Power Plant.csv
206,Dampierre,,Dampierre,Dampierre,France,Nuclear,,3864.0,47.7325840344,2.51759121007,EU Nuclear Power.csv
207,Andenne,,Andenne Seilles,Hu Andenne,Belgium,Hydro,Barrage with run-of-river Generation,9.0,50.491104,5.0825635,Belgium Power Plant.csv
208,Villarodin (Mont Cenis),,Villarodin,Villarodin,France,Hydro,Dam on a lake,360.0,45.2065,6.69383335,France Power Plant.csv
209,Vouglans,,Vouglans,Vouglans,France,Hydro,Dam on river with reservoir,262.0,46.4002401169,5.6574304657,France Power Plant.csv
210,Curbans,,Curbans,Curbans,France,Hydro,Dam on river with reservoir,165.0,44.4379995,6.0500895,France Power Plant.csv
211,Filippo  Mela,,Edipower San Filippo Del Mela,Filippo Mela,Italy,Oil,Sub-critical Steam Turbine,1280.0,38.1862134333,15.2775675,Italy Power Plant.csv
212,Chivasso,,Edipower Chivasso,Chivasso,Italy,Natural Gas,Combined Cycle Gas Turbine,1179.0,45.186095,7.890719,Italy Power Plant.csv
213,Sermide,,Edipower Sermide,Sermide,Italy,Natural Gas,Combined Cycle Gas Turbine,1140.0,45.0053531667,11.2732275,Italy Power Plant.csv
214,Marina,,Marina Ocgt,Marina No St,Ireland,Natural Gas,Open Cycle Gas Turbine,96.0,51.8989846459,-8.45820459404,Ireland and Northern Ireland.csv
215,Ardnacrusha,,Ardnacrusha,Ardnacrusha,Ireland,Hydro,Weir on a Canal,86.0,52.31599445,-8.81098335,Ireland and Northern Ireland.csv
216,Poolbeg,,Poolbeg,Poolbeg Combined Cycle,Ireland,Natural Gas,Combined Cycle Gas Turbine,470.0,53.33935,-6.1866,Ireland and Northern Ireland.csv
217,West Offaly,,West Offaly,West Offaly Power,Ireland,Coal,Sub-critical Thermal,150.0,53.275639,-8.038761,Ireland and Northern Ireland.csv
218,Aghada,,Aghada,Aghada,Ireland,Natural Gas,OCGT and CCGT,963.0,51.8348931124,-8.23453115212,Ireland and Northern Ireland.csv
219,Great Island,,Great Island,Great Island,Ireland,Oil,Sub-critical Steam Turbine,240.0,52.2842335,-6.9674445,Ireland and Northern Ireland.csv
220,Tarbert,,Tarbert,Tarbert,Ireland,Oil,Sub-critical Steam Turbine,620.0,52.5810389,-9.3692389,Ireland and Northern Ireland.csv
221,Vandellos ,,Vandellos,Vandellos,Spain,Nuclear,,1087.0,40.9510944444,0.86613333335,EU Nuclear Power.csv
222,Asco,,Asco,Asco,Spain,Nuclear,,2060.0,41.2004,0.5686722222,EU Nuclear Power.csv
223,Compostilla,,Compostilla,Compostilla,Spain,Coal,Sub-critical Thermal,1199.6,42.61998,-6.564015,Spain Power Plants Over 10 MW.csv
224,Casella,,Enel Casella,Casella C.Le,Italy,Natural Gas,Combined Cycle Gas Turbine,1504.0,45.0799017,9.46550686667,Italy Power Plant.csv
225,Teruel,,Teruel Andorra,Teruel,Spain,Coal,Sub-critical Thermal,1050.0,40.9971535,-0.380591,Spain Power Plants Over 10 MW.csv
226,Porto Tolle,,Enel Porto Tolle,Porto Tolle,Italy,Oil,Sub-critical Steam Turbine,2640.0,44.9525724333,12.3814863,Italy Power Plant.csv
227,Sulcis,,Enel Sulcis Grazia Deledda,Sulcis Centr,Italy,Coal,Both Sub and Super Critical Thermal,585.0,39.4942197667,8.6102591,Italy Power Plant.csv
228,Litoral  Almeria,,Litoral Almeira Carboneras,Litoral Almeria,Spain,Coal,Sub-critical Thermal,1158.0,36.9792435,-1.904541,Spain Power Plants Over 10 MW.csv
229,Santa Barbara Enel,,Santa Barbara,Santa Barbara,Italy,Natural Gas,Combined Cycle Gas Turbine,390.0,43.5499765667,11.4815760667,Italy Power Plant.csv
230,Torrevaldaliga Nord,,Enel Torrevaldaliga Nord,Torrevaldaliga Nord,Italy,Coal,Ultra-Super-Critical Thermal,1980.0,42.1240055,11.7633165,Italy Power Plant.csv
231,Porto Corsini,,Enel Porto Corsini Teodora,Porto Corsini,Italy,Natural Gas,Combined Cycle Gas Turbine,750.0,44.4613951333,12.2443575667,Italy Power Plant.csv
232,Bexbach C,,Bexbach,Bexbach,Germany,Coal,Sub-critical Thermal,773.0,49.35869285,7.24269381467,Germany Power Plants (conventional).csv
233,Genova Enel,,Enel Genoa,Genova T.,Italy,Coal,Sub-critical Thermal,295.0,44.4054587509,8.92404042382,Italy Power Plant.csv
234,P Vannucci (Bastardo),,Enel Pietro Vannucci Bastardo,Bastardo,Italy,Coal,Sub-critical Thermal,150.0,42.8999472333,12.5445459667,Italy Power Plant.csv
235,Cristobal Colon,,Cristobal Colon,Cristobal Colon,Spain,Natural Gas,Combined Cycle Gas Turbine,400.0,37.203505,-6.9433475,Spain Power Plants Over 10 MW.csv
236,Felsenau,,Felsenau,Felsenau,Switzerland,Hydro,Barrage with run-of-river Generation,11.3,46.9584471683,7.44327150421,Switzerland Power Plant.csv
237,Nossener Bruecke,,Nossener Brücke,Dresden Nossener BrüCke,Germany,Natural Gas,Combined Cycle Gas Turbine,270.0,51.0474265603,13.7283537299,Germany Power Plants (conventional).csv
238,Brindisi Enipower,,Enipower Spa Brindisi,Enipower Brindisi,Italy,Natural Gas,Combined Cycle Gas Turbine,1321.0,40.6350297667,17.9872442,Italy Power Plant.csv
239,Gondo,,Gondo,Gondo,Switzerland,Hydro,Dam on a lake,45.0,46.2389248263,8.09257246292,Switzerland Power Plant.csv
240,Munchen Nord,,Munchen Nord,Nord,Germany,Coal,Sub-critical Thermal,360.0,48.1855533233,11.64136415,Germany Power Plants (conventional).csv
241,Olkiluoto,,Olkiluoto Tvo Finland,Olkiluoto,Finland,Nuclear,,1920.0,61.2370222222,21.4420666666,EU Nuclear Power.csv
242,Tynagh,,Tynagh,Tynagh,Ireland,Natural Gas,Combined Cycle Gas Turbine,404.0,53.1662,-8.381575,Ireland and Northern Ireland.csv
243,Westfalen,,Westfalen,Westfalen,Germany,Coal,Sub-critical Thermal/Super-critical Thermal,1905.0,51.67193891,7.9552489205,Germany Power Plants (conventional).csv
244,Charlottenburg,,Charlottenburg,Charlottenburg,Germany,Natural Gas,Power and Heat Open Cycle Gas Turbine,214.0,52.521201555,13.3695633301,Germany Power Plants (conventional).csv
245,Wedel,,Wedel,Wedel,Germany,Coal,Sub-critical Thermal,391.7,53.56657902,9.7254667765,Germany Power Plants (conventional).csv
246,Reuter West,,Reuter West,West,Germany,Coal,Sub-critical Thermal,600.0,52.8517615167,11.87421464,Germany Power Plants (conventional).csv
247,Diemen,,Diemen 33,Diemen,Netherlands,Natural Gas,Power and Heat Combined Cycle Gas Turbine,266.0,52.3391606667,5.0206236,Netherlands Power Plant.csv
248,Emsland Lingen,,Lingen Emsland,Emsland,Germany,Natural Gas,Combined Cycle Gas Turbine,886.0,52.5013131117,7.31061532733,Germany Power Plants (conventional).csv
249,Villach,,Villach,Villach,Austria,Hydro,Dam with run-of-river generation,24.6,46.6215889,13.84261665,Verbund Power Plant.csv
250,Greifenstein,,Greifenstein,Greifenstein,Austria,Hydro,Dam with run-of-river generation,293.0,48.3509831882,16.2423280823,Verbund Power Plant.csv
251,Lavamund,,Lavamuend,LavamüNd,Austria,Hydro,Dam with run-of-river generation,28.0,46.6417425161,14.9425142838,Verbund Power Plant.csv
252,Paternion,,Paternion,Paternion,Austria,Hydro,Dam with run-of-river generation,24.0,46.71752835,13.64070555,Verbund Power Plant.csv
253,Kellerberg,,Kellersberg,Kellerberg,Austria,Hydro,Barrage with run-of-river Generation,24.6,46.67,13.70705555,Verbund Power Plant.csv
254,Huntstown,,Huntstown,Huntstown,Ireland,Natural Gas,Combined Cycle Gas Turbine,747.0,53.41225,-6.32564,Ireland and Northern Ireland.csv
255,Lada,,Lada,Ct Lada,Spain,Coal,Sub-critical Thermal,513.0,43.307802385,-5.69545898437,Spain Power Plants Over 10 MW.csv
256,Saucelle,,Saucelle,Saucelle,Spain,Hydro,Dam on river with reservoir,525.0,41.046344,-6.779991,Spain Power Plants Over 10 MW.csv
257,Cofrentes,,Cofrentes,Cofrentes,Spain,Nuclear,,1092.0,39.2150333334,-1.05045,EU Nuclear Power.csv
258,Arcos Iberdrola,,Arcos Frontera,Arcos Frontera,Spain,Natural Gas,Combined Cycle Gas Turbine,1600.0,36.673653,-5.8157775,Spain Power Plants Over 10 MW.csv
259,Ricobayo (Esla),,Ricobayo,Ricobayo,Spain,Hydro,Dam on river with reservoir,291.0,41.524192,-5.978008,Spain Power Plants Over 10 MW.csv
260,Villalcampo,,Villalcampo,Villalcampo,Spain,Hydro,Dam on river with reservoir,206.0,41.506796,-6.067056,Spain Power Plants Over 10 MW.csv
261,Jose Oriol,,Jose Maria Oriol Alcantara,Jose M Oriol,Spain,Hydro,Dam on river with reservoir,957.0,39.724475,-6.8842375,Spain Power Plants Over 10 MW.csv
262,Rijnmond Energie,,Rijnmond Netherland,Rijnmond,Netherlands,Natural Gas,Combined Cycle Gas Turbine,790.0,51.8939664667,4.32694503333,Netherlands Power Plant.csv
263,Saltend,,Saltend,Saltend,United Kingdom,Natural Gas,Combined Cycle Gas Turbine,1200.0,53.8008990265,-0.54967709471,UK Power Plant.csv
264,Moncalieri,,Iride Moncalieri,Moncalieri,Italy,Natural Gas,Power and Heat Combined Cycle Gas Turbine,778.0,44.9960611333,7.6788811,Italy Power Plant.csv
265,Frimmersdorf,,Frimmersdorf,Frimmersdorf,Germany,Coal,Sub-critical Thermal,2413.0,51.0523565296,6.57702738147,Germany Power Plants (conventional).csv
266,Swentibold,,Swentibold,Swentibold,Netherlands,Natural Gas,,231.0,50.9758388667,5.8089596,Netherlands Power Plant.csv
267,Gundremmingen,,Gundremmingen,Gundremmingen,Germany,Nuclear,,2688.0,48.5148011111,10.4017111111,EU Nuclear Power.csv
268,Ems (Lingen),,Emsland,Emsland,Germany,Nuclear,,1400.0,52.4729152778,7.31912916665,EU Nuclear Power.csv
269,Mainz,,Mainz Wiesbaden,Mainz,Germany,Natural Gas,Combined Cycle Gas Turbine,755.0,50.0177576133,8.24861807633,Germany Power Plants (conventional).csv
270,Innertkirchen,,Innertkirchen,Innertkirchen,Switzerland,Hydro,Water discharged from another project,317.0,46.9122705667,8.51432936933,Switzerland Power Plant.csv
271,Modugno Sorgenia,,Sorgenia Modugno,Sorgenia Puglia Di Modugno,Italy,Natural Gas,Combined Cycle Gas Turbine,760.0,41.0941656333,16.7715115,Italy Power Plant.csv
272,Munchen Sud,,Munchen Sud,SüD,Germany,Natural Gas,Power and Heat Combined Cycle Gas Turbine,698.0,48.12183231,11.5623379633,Germany Power Plants (conventional).csv
273,Knapsack Chemiepark,,Knapsack,Knapsack Natural,Germany,Natural Gas,Combined Cycle Gas Turbine,800.0,50.8592813067,6.845495002,Germany Power Plants (conventional).csv
274,Dublin Bay,,Dublin Bay Ringsend,Dublin Bay Power,Ireland,Natural Gas,Combined Cycle Gas Turbine,408.0,53.3409722,-6.21564445,Ireland and Northern Ireland.csv
275,Merwedekanaal,,Merwedekanaal,Merwedekanaal,Netherlands,Natural Gas,Power and Heat Combined Cycle Gas Turbine,425.0,52.097835,5.0933482,Netherlands Power Plant.csv
276,Ringhals,,Ringhals,Ringhals,Sweden,Nuclear,,3832.0,57.2585461111,12.1097866666,EU Nuclear Power.csv
277,Klingenberg,,Klingenberg,Klingenberg,Germany,Coal,Sub-critical Thermal,188.0,52.4986556033,13.46054666,Germany Power Plants (conventional).csv
278,Janschwalde,,Janschwalde,JäNschwalde,Germany,Coal,Sub-critical Thermal,3000.0,51.8420971074,14.4472365867,Germany Power Plants (conventional).csv
279,Hemweg,,Hemweg,Hemweg,Netherlands,Coal,Sub-critical Thermal,680.0,52.405125,4.84657,Netherlands Power Plant.csv
280,Boxberg,,Boxberg,Boxberg,Germany,Coal,,2575.0,51.4074112767,14.575521269,Germany Power Plants (conventional).csv
281,Lichterfelde,,Berlin Lichterfelde Plantgermany,Lichterfelde,Germany,Natural Gas,Sub-critical Thermal,450.0,52.488701555,13.3698633301,Germany Power Plants (conventional).csv
282,Schwarze Pumpe,,Schwarze Pumpe,Schwarze Pumpe,Germany,Coal,Super-critical Thermal,1600.0,51.5475080833,14.3626890733,Germany Power Plants (conventional).csv
283,Mitte Berlin,,Berlin Mite,Mitte,Germany,Natural Gas,Combined Cycle Gas Turbine,444.0,52.5176682217,13.4067966634,Germany Power Plants (conventional).csv
284,Forsmark,,Forsmark,Forsmark,Sweden,Nuclear,,3275.0,60.4030816666,18.1705083333,EU Nuclear Power.csv
285,Freudenau,,Freudenau,Vienna Freudenau,Austria,Hydro,Dam with run-of-river generation,172.0,48.1925438801,16.4267375404,Verbund Power Plant.csv
286,Funsingau,,Funsingau,Funsingau,Austria,Hydro,Dam on river with reservoir,25.0,47.22603335,12.02913,Verbund Power Plant.csv
287,Pont Sur Sambre Poweo,,Pont Sur Sambre Combustion,Pont Sur Sambre,France,Natural Gas,Combined Cycle Gas Turbine,412.0,50.23042,3.85265,France Power Plant.csv
288,Gerlos,,Gerlos,Gerlos,Austria,Hydro,Dam on river with reservoir,200.0,47.23375165,11.89152665,Verbund Power Plant.csv
289,Melk,,Melk,Melk,Austria,Hydro,Dam with run-of-river generation,187.0,48.2252836257,15.3180303903,Verbund Power Plant.csv
290,Schwabek,,Schwabeck,Schwabeck,Austria,Hydro,Dam with run-of-river generation,79.0,46.654278,14.861578,Verbund Power Plant.csv
291,Aschach,,Aschach,Aschach,Austria,Hydro,Dam with run-of-river generation,287.0,48.1992117431,14.1792207947,Verbund Power Plant.csv
292,Altenworth,,Altenwoerth,AltenwöRth,Austria,Hydro,Dam with run-of-river generation,328.0,48.37891665,15.8528,Verbund Power Plant.csv
293,St Veit,,St. Veit,St. Veit,Austria,Hydro,Barrage with run-of-river Generation,16.0,47.35234165,12.8872,Verbund Power Plant.csv
294,Schwarzach (Sbg),,Schwarzach,Schwarzach,Austria,Hydro,Dam with run-of-river generation,120.0,47.34926665,12.86945,Verbund Power Plant.csv
295,Cowes,,Cowes Ocgt,Cowes,United Kingdom,Natural Gas,Open Cycle Gas Turbine,140.0,50.9852211082,-1.18927943772,UK Power Plant.csv
296,Niederaussem,,Niederaussem,NiederaußEm,Germany,Coal,Sub-critical Thermal,3400.0,50.9805849852,6.6588440889,Germany Power Plants (conventional).csv
297,Neurath,,Neurath Boa,Neurath,Germany,Coal,Sub-critical Thermal/Ultra-Super-Critical Thermal,4405.0,51.0447264567,6.599670472,Germany Power Plants (conventional).csv
298,Claus,,Claus,Clauscentrale,Netherlands,Natural Gas,Super-critical Thermal/Combined Cycle Gas Turbine,1920.0,51.1488908235,5.90053677191,Netherlands Power Plant.csv
299,Weisweiler,,Weisweiler,Weisweiler,Germany,Coal,Sub-critical Thermal,2180.0,50.83591385,6.318265844,Germany Power Plants (conventional).csv
300,Aberthaw,,Aberthaw,Aberthaw B,United Kingdom,Coal,Sub-critical Thermal,1500.0,51.6891995333,-3.5168603,UK Power Plant.csv
301,Huckingen,,Duisberg Huckingen,Huckingen,Germany,Natural Gas,Heat and Power Steam Turbine/Sub-critical Thermal,1246.0,51.3649061,6.72688093333,Germany Power Plants (conventional).csv
302,Dormagen Rwe,,Dormagen,Dormagen,Germany,Natural Gas,Power and Heat Combined Cycle Gas Turbine,560.0,51.0843938467,6.83222797433,Germany Power Plants (conventional).csv
303,Amer,,Amer,Amercentrale,Netherlands,Coal,Sub-critical Thermal,1245.0,51.7055566667,4.84325333333,Netherlands Power Plant.csv
304,Ibbenburen B,,Ibbenburen,IbbenbüRen,Germany,Coal,Sub-critical Thermal,838.0,52.2842629967,7.73648262633,Germany Power Plants (conventional).csv
305,Urreiting,,Urreiting,Urreiting,Austria,Hydro,Dam with run-of-river generation,16.0,47.37909165,13.21338335,Verbund Power Plant.csv
306,St Johann,,St. Johann,St. Johann,Austria,Hydro,Dam with run-of-river generation,16.0,47.3369189,13.24814445,Verbund Power Plant.csv
307,Kreuzbergmaut,,Kreuzbergmaut,Kreuzbergmaut,Austria,Hydro,Dam with run-of-river generation,18.0,47.42893335,13.21373335,Verbund Power Plant.csv
308,Bischofhofen,,Bischofshofen,Bischofshofen,Austria,Hydro,Dam with run-of-river generation,16.0,47.41183335,13.21858335,Verbund Power Plant.csv
309,Chatelard,,Chatelard Vallorcine,ChâTelard Vallorcine,Switzerland,Hydro,Dam on a lake,189.0,46.0615793115,6.95874713109,Switzerland Power Plant.csv
310,Verbois,,Verbois,Verbois,Switzerland,Hydro,Dam with run-of-river generation,100.0,46.23801665,6.09738335,Switzerland Power Plant.csv
311,Chancy Pougny,,Chancy Pougny,Chancy Pougny,Switzerland,Hydro,Dam with run-of-river generation,49.0,46.1604,5.9766,Switzerland Power Plant.csv
