id,CARMA,ENTSOE,GEO,OPSD,WRI,Fueltype,Technology,Country,Set,Capacity,YearCommissioned,lat,lon,File,projectID
1032,Sizewell,,,,Sizewell,Nuclear,,United Kingdom,PP,1320.0,,52.2133333333,1.6186111111,EU Nuclear Power.csv,"{u'GEO': nan, u'WRI': u'[3936]', u'ENTSOE': nan, u'CARMA': u'[41833]', u'OPSD': nan}"
1033,Skallbole,,,,Skallbole,Hydro,,Sweden,PP,46.0,,62.4020124,17.3319022,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3940]', u'ENTSOE': nan, u'CARMA': u'[41864]', u'OPSD': nan}"
1034,Skeen,,,,Skeen,Hydro,,Sweden,PP,4.6,,,,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3943]', u'ENTSOE': nan, u'CARMA': u'[41888]', u'OPSD': nan}"
1035,Skogaby,,,,Skogaby,Hydro,,Sweden,PP,12.5,,56.5333333,13.1833333,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3952]', u'ENTSOE': nan, u'CARMA': u'[41928]', u'OPSD': nan}"
1036,Slieve divena,,,,Slieve divena,Wind,,United Kingdom,PP,30.0,,54.6294982,-6.7654415,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3961]', u'ENTSOE': nan, u'CARMA': u'[55694]', u'OPSD': nan}"
1037,Sobradelo,,,,Sobradelo,Hydro,,Spain,PP,44.25,,42.527319,-8.008592,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[3983]', u'ENTSOE': nan, u'CARMA': u'[42149]', u'OPSD': nan}"
1038,Sobron,,,,Sobron,Hydro,,Spain,PP,28.8,,42.777751,-3.045774,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[3984]', u'ENTSOE': nan, u'CARMA': u'[42155]', u'OPSD': nan}"
1039,Soderfors,,,,Soderfors,Hydro,,Sweden,PP,20.0,,60.4468931,17.2657933,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3985]', u'ENTSOE': nan, u'CARMA': u'[42181]', u'OPSD': nan}"
1040,Solk,,,,Sölk,Hydro,,Austria,PP,61.0,,,,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4170]', u'ENTSOE': nan, u'CARMA': u'[42277]', u'OPSD': nan}"
1041,Sombrio,,,,Sombrio,Wind,,Spain,PP,28.0,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4008]', u'ENTSOE': nan, u'CARMA': u'[55211]', u'OPSD': nan}"
1042,Somolinos,,,,Somolinos,Wind,,Spain,PP,10.6,,41.2460630522,-3.06003570557,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4009]', u'ENTSOE': nan, u'CARMA': u'[42326]', u'OPSD': nan}"
1043,Son reus,,,,Son reus,Oil,,Spain,PP,489.75,,39.5693907934,2.65023708344,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4011, 4013]', u'ENTSOE': nan, u'CARMA': u'[42335]', u'OPSD': nan}"
1044,Sos rey catolico,,,,Sos rey catolico,Wind,,Spain,PP,48.75,,42.496864,-1.215138,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4028]', u'ENTSOE': nan, u'CARMA': u'[59905]', u'OPSD': nan}"
1045,Sotavento,,,,Sotavento,Wind,,Spain,PP,17.56,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4030]', u'ENTSOE': nan, u'CARMA': u'[29068]', u'OPSD': nan}"
1046,Sotonera,,,,Sotonera,Wind,,Spain,PP,18.9,,42.015412,-0.761502,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4032]', u'ENTSOE': nan, u'CARMA': u'[42452]', u'OPSD': nan}"
1047,Soutelo,,,,Soutelo,Hydro,,Spain,PP,213.64,,43.300394,-6.923518,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4034]', u'ENTSOE': nan, u'CARMA': u'[42474]', u'OPSD': nan}"
1048,Spalding intergen,,,,Spalding,Natural Gas,,United Kingdom,PP,880.0,,52.79657515,-0.671822206834,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4037]', u'ENTSOE': nan, u'CARMA': u'[42628]', u'OPSD': nan}"
1049,Stags holt,,,,Stags holt,Wind,,United Kingdom,PP,20.0,,52.2345714,-0.4626500837,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4073]', u'ENTSOE': nan, u'CARMA': u'[43016]', u'OPSD': nan}"
1050,Staning,,,,Staning,Hydro,,Austria,PP,43.2,,48.1007252188,14.4568061829,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4084]', u'ENTSOE': nan, u'CARMA': u'[43049]', u'OPSD': nan}"
1051,Stenkullafors,,,,Stenkullafors,Hydro,,Sweden,PP,57.0,,63.7044719,17.0175829,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4098]', u'ENTSOE': nan, u'CARMA': u'[43219]', u'OPSD': nan}"
1052,Stensele,,,,Stensele,Hydro,,Sweden,PP,54.0,,65.0833333,17.1666667,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4101]', u'ENTSOE': nan, u'CARMA': u'[43222]', u'OPSD': nan}"
1053,Stonebyres,,,,Stonebyres,Hydro,,United Kingdom,PP,6.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4111]', u'ENTSOE': nan, u'CARMA': u'[43352]', u'OPSD': nan}"
1054,Strath of brydock,,,,Strath of brydock,Wind,,United Kingdom,PP,7.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4123]', u'ENTSOE': nan, u'CARMA': u'[64654]', u'OPSD': nan}"
1055,Striven,,,,Striven,Hydro,,United Kingdom,PP,8.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4127]', u'ENTSOE': nan, u'CARMA': u'[43443]', u'OPSD': nan}"
1056,Susqueda,,,,Susqueda,Hydro,,Spain,PP,88.55,,41.977765,2.516524,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4145]', u'ENTSOE': nan, u'CARMA': u'[43877]', u'OPSD': nan}"
1057,Tabescan inferior,,,,Tavascan inferior,Hydro,,Spain,PP,32.04,,42.621379,1.248929,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4214]', u'ENTSOE': nan, u'CARMA': u'[44098]', u'OPSD': nan}"
1058,Tabescan superior,,,,Tavascan superior,Hydro,,Spain,PP,120.44,,42.621379,1.248929,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4215]', u'ENTSOE': nan, u'CARMA': u'[44099]', u'OPSD': nan}"
1059,Tablado,,,,Tablado,Wind,,Spain,PP,19.8,,41.71749,-1.810919,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4176]', u'ENTSOE': nan, u'CARMA': u'[12184]', u'OPSD': nan}"
1060,Taff ely,,,,Taff ely,Wind,,United Kingdom,PP,10.0,,52.2928116,-3.7389299,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4180]', u'ENTSOE': nan, u'CARMA': u'[44156]', u'OPSD': nan}"
1061,Tahivilla,,,,Tahivilla,Wind,,Spain,PP,30.0,,36.01393,-5.606949,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4182]', u'ENTSOE': nan, u'CARMA': u'[44191]', u'OPSD': nan}"
1062,Tallat,,,,Serra tallat,Wind,,Spain,PP,49.5,,42.3833333,2.2666667,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[3875]', u'ENTSOE': nan, u'CARMA': u'[57479]', u'OPSD': nan}"
1063,Tallisca,,,,Tallisca,Wind,,Spain,PP,40.0,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4190]', u'ENTSOE': nan, u'CARMA': u'[60036]', u'OPSD': nan}"
1064,Tambre,,,,Tambre,Hydro,,Spain,PP,73.04,,42.7858267671,-8.88733863831,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4192]', u'ENTSOE': nan, u'CARMA': u'[44439]', u'OPSD': nan}"
1065,Tangy,,,,Tangy,Wind,,United Kingdom,PP,19.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4196]', u'ENTSOE': nan, u'CARMA': u'[44513]', u'OPSD': nan}"
1066,Tappaghan mountain,,,,Tappaghan,Wind,,United Kingdom,PP,29.0,,54.6294982,-6.7654415,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4199]', u'ENTSOE': nan, u'CARMA': u'[44591]', u'OPSD': nan}"
1067,Tardienta,,,,Tardienta,Wind,,Spain,PP,93.7,,41.977809,-0.537315,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4204]', u'ENTSOE': nan, u'CARMA': u'[44622, 59909]', u'OPSD': nan}"
1068,Tasjo,,,,Tasjo,Hydro,,Sweden,PP,14.0,,64.2166667,15.9,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4207]', u'ENTSOE': nan, u'CARMA': u'[44698]', u'OPSD': nan}"
1069,Tawnaghmore,,,,Tawnaghmore,Oil,,Ireland,PP,104.0,,54.1166667,-9.1666667,Ireland and Northern Ireland.csv,"{u'GEO': nan, u'WRI': u'[4217]', u'ENTSOE': nan, u'CARMA': u'[44757]', u'OPSD': nan}"
1070,Tea,,,,Tea,Wind,,Spain,PP,48.1,,42.2166667,-8.3666667,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4220]', u'ENTSOE': nan, u'CARMA': u'[44807]', u'OPSD': nan}"
1071,Termens,,,,Termens,Hydro,,Spain,PP,12.0,,41.7166667,0.7666667,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4233]', u'ENTSOE': nan, u'CARMA': u'[45038]', u'OPSD': nan}"
1072,Termini imerese,,,,Termini imerese c.le,Natural Gas,,Italy,PP,1340.0,,37.983651,13.695554,Italy Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4235]', u'ENTSOE': nan, u'CARMA': u'[45041]', u'OPSD': nan}"
1073,Ternberg,,,,Ternberg,Hydro,,Austria,PP,40.4,,47.9333333,14.35,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4240]', u'ENTSOE': nan, u'CARMA': u'[45085]', u'OPSD': nan}"
1074,Terradets,,,,Terradets,Hydro,,Spain,PP,32.5,,42.074764,0.916209,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4241]', u'ENTSOE': nan, u'CARMA': u'[45094]', u'OPSD': nan}"
1075,Terral,,,,Alabe terral,Wind,,Spain,PP,27.75,,43.3666667,-7.4833333,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[79]', u'ENTSOE': nan, u'CARMA': u'[45097]', u'OPSD': nan}"
1076,Thatcham,,,,Thatcham,Oil,,United Kingdom,PP,9.6,,51.4510191,-0.993491340498,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4253]', u'ENTSOE': nan, u'CARMA': u'[45206]', u'OPSD': nan}"
1077,Thetford fibrowatt,,,,Thetford,Waste,,United Kingdom,PP,39.0,,52.2345714,-0.4626500837,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4255]', u'ENTSOE': nan, u'CARMA': u'[45244]', u'OPSD': nan}"
1078,Thornhill,,,,Thornhill,Natural Gas,,United Kingdom,PP,50.0,,53.93188775,-1.16644892949,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4257]', u'ENTSOE': nan, u'CARMA': u'[45298]', u'OPSD': nan}"
1079,Tineo,,,,Tineo,Wind,,Spain,PP,44.0,,43.337651,-6.414516,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4279]', u'ENTSOE': nan, u'CARMA': u'[41534]', u'OPSD': nan}"
1080,Tir mostyn,,,,Tir mostyn & foel goch,Wind,,United Kingdom,PP,21.25,,52.2928116,-3.7389299,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4283]', u'ENTSOE': nan, u'CARMA': u'[45523]', u'OPSD': nan}"
1081,Tirmadrid,,,,Tirmadrid,Waste,,Spain,PP,29.8,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4285]', u'ENTSOE': nan, u'CARMA': u'[45531]', u'OPSD': nan}"
1082,Tongland,,,,Tongland,Hydro,,United Kingdom,PP,33.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4305]', u'ENTSOE': nan, u'CARMA': u'[45833]', u'OPSD': nan}"
1083,Toranzo,,,,Toranzo,Wind,,Spain,PP,27.06,,41.763101,-1.888179,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4310]', u'ENTSOE': nan, u'CARMA': u'[45902]', u'OPSD': nan}"
1084,Torness,,,,Torness,Nuclear,,United Kingdom,PP,1364.0,,55.9680555556,-2.4091666667,EU Nuclear Power.csv,"{u'GEO': nan, u'WRI': u'[4316]', u'ENTSOE': nan, u'CARMA': u'[45927]', u'OPSD': nan}"
1085,Torr achilty,,,,Torr achilty,Hydro,,United Kingdom,PP,15.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4319]', u'ENTSOE': nan, u'CARMA': u'[45941]', u'OPSD': nan}"
1086,Torre miro,,,,Torre,Wind,,Spain,PP,115.0,,40.619665,-0.098917,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4321, 4324]', u'ENTSOE': nan, u'CARMA': u'[59607]', u'OPSD': nan}"
1087,Torrejon,,,,Torrejon,Hydro,,Spain,PP,130.36,,39.770679,-6.012595,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4326]', u'ENTSOE': nan, u'CARMA': u'[45952]', u'OPSD': nan}"
1088,Tortosa energia,,,,Tortosa energia,Natural Gas,,Spain,PP,39.58,,40.812492,0.521602,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4333]', u'ENTSOE': nan, u'CARMA': u'[45978]', u'OPSD': nan}"
1089,Tortosa made,,,,Tortosa,Wind,,Spain,PP,30.36,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4332]', u'ENTSOE': nan, u'CARMA': u'[45980]', u'OPSD': nan}"
1090,Tranco beas,,,,Tranco beas,Hydro,,Spain,PP,39.8,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4348]', u'ENTSOE': nan, u'CARMA': u'[46157]', u'OPSD': nan}"
1091,Traryd,,,,Tratyd,Hydro,,Sweden,PP,14.4,,,,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4355]', u'ENTSOE': nan, u'CARMA': u'[46174]', u'OPSD': nan}"
1092,Treito,,,,Monte treito,Wind,,Spain,PP,30.39,,42.772994,-8.8444,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[2809]', u'ENTSOE': nan, u'CARMA': u'[29190]', u'OPSD': nan}"
1093,Triebenbach,,,,Triebenbach,Hydro,,Austria,PP,11.89,,47.5,14.4666667,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4366]', u'ENTSOE': nan, u'CARMA': u'[46286]', u'OPSD': nan}"
1094,Trimdon,,,,Trimdon grange,Wind,,United Kingdom,PP,5.2,,50.5949824,-1.9518955,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4372]', u'ENTSOE': nan, u'CARMA': u'[46306]', u'OPSD': nan}"
1095,Truchas cinca,,,,Truchas cinca,Natural Gas,,Spain,PP,26.54,,42.15191,0.222472,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4377]', u'ENTSOE': nan, u'CARMA': u'[46392]', u'OPSD': nan}"
1096,Trysglwyn,,,,Trysglwyn,Wind,,United Kingdom,PP,6.0,,52.2928116,-3.7389299,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4381]', u'ENTSOE': nan, u'CARMA': u'[46411]', u'OPSD': nan}"
1097,Tummel bridge,,,,Tummel,Hydro,,United Kingdom,PP,34.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4386]', u'ENTSOE': nan, u'CARMA': u'[46578]', u'OPSD': nan}"
1098,Turon,,,,Turon tj,Oil,,Belgium,PP,20.0,,,,Belgium Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4399]', u'ENTSOE': nan, u'CARMA': u'[46667]', u'OPSD': nan}"
1099,Txutxu,,,,Txutxu,Wind,,Spain,PP,17.4,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4408]', u'ENTSOE': nan, u'CARMA': u'[46753]', u'OPSD': nan}"
1100,Ulketocht,,,,Ulketocht,Wind,,Netherlands,PP,6.0,,18.0361518,-63.0418373,Netherlands Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4424]', u'ENTSOE': nan, u'CARMA': u'[46942]', u'OPSD': nan}"
1101,Umluspen,,,,Umluspen,Hydro,,Sweden,PP,100.0,,65.095904961,17.1173107624,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4430]', u'ENTSOE': nan, u'CARMA': u'[47019]', u'OPSD': nan}"
1102,Uppsala,,,,Uppsala,Waste,,Sweden,PP,130.0,,59.8585015379,17.6454269886,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4455]', u'ENTSOE': nan, u'CARMA': u'[47250]', u'OPSD': nan}"
1103,Urkilla,,,,Elgea urkilla,Wind,,Spain,PP,59.27,,43.1,-2.6333333,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[1270, 1271]', u'ENTSOE': nan, u'CARMA': u'[47288]', u'OPSD': nan}"
1104,Utgrunden,,,,Utgrunden,Wind,,Sweden,PP,10.5,,56.35,16.2666667,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4468]', u'ENTSOE': nan, u'CARMA': u'[47382]', u'OPSD': nan}"
1105,Uzkita,,,,Uzkita,Wind,,Spain,PP,24.65,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4473]', u'ENTSOE': nan, u'CARMA': u'[47433]', u'OPSD': nan}"
1106,Valbonilla,,,,Valbonilla,Wind,,Spain,PP,13.75,,42.1984168601,-4.18686389923,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4484]', u'ENTSOE': nan, u'CARMA': u'[47549]', u'OPSD': nan}"
1107,Valdecanas,,,,Valdecanas,Hydro,,Spain,PP,247.17,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4488]', u'ENTSOE': nan, u'CARMA': u'[47553]', u'OPSD': nan}"
1108,Valdeconejos,,,,Valdeconejos,Wind,,Spain,PP,32.3,,40.79467,-0.810116,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4490]', u'ENTSOE': nan, u'CARMA': u'[54467]', u'OPSD': nan}"
1109,Valdefuentes,,,,Valdefuentes,Wind,,Spain,PP,28.0,,37.507562,-7.270384,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4491]', u'ENTSOE': nan, u'CARMA': u'[60037]', u'OPSD': nan}"
1110,Valdepero,,,,Valdepero,Wind,,Spain,PP,30.0,,42.075324,-4.500501,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4500]', u'ENTSOE': nan, u'CARMA': u'[59568]', u'OPSD': nan}"
1111,Valdeperondo,,,,Valdeperondo,Wind,,Spain,PP,46.0,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4501]', u'ENTSOE': nan, u'CARMA': u'[47560]', u'OPSD': nan}"
1112,Valladolid michelin,,,,Michelin valladolid $$,Natural Gas,,Spain,PP,47.845,,41.655181,-4.72372,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[2735]', u'ENTSOE': nan, u'CARMA': u'[47624]', u'OPSD': nan}"
1113,Valparaiso,,,,Valparaiso,Hydro,,Spain,PP,67.5,,42.022834,-6.330268,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4517]', u'ENTSOE': nan, u'CARMA': u'[47685]', u'OPSD': nan}"
1114,Valpardo,,,,Valpardo,Wind,,Spain,PP,21.5,,40.593977,-4.411492,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4519]', u'ENTSOE': nan, u'CARMA': u'[47687]', u'OPSD': nan}"
1115,Van pallandt,,,,Pallandt,Wind,,Netherlands,PP,14.0,,51.75128625,4.13576996849,Netherlands Power Plant.csv,"{u'GEO': nan, u'WRI': u'[3187]', u'ENTSOE': nan, u'CARMA': u'[58394]', u'OPSD': nan}"
1116,Vargon,,,,Vargon,Hydro,,Sweden,PP,35.0,,57.9459936,12.0806854,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4536]', u'ENTSOE': nan, u'CARMA': u'[47783]', u'OPSD': nan}"
1117,Vedadillo,,,,Vedadillo,Wind,,Spain,PP,49.5,,42.389664,-1.793211,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4541]', u'ENTSOE': nan, u'CARMA': u'[47855]', u'OPSD': nan}"
1118,Velle,,,,Velle,Hydro,,Spain,PP,86.48,,42.3333333,-7.85,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4545]', u'ENTSOE': nan, u'CARMA': u'[47909]', u'OPSD': nan}"
1119,Vicedo,,,,Vicedo,Wind,,Spain,PP,24.6,,42.8666667,-8.75,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4572]', u'ENTSOE': nan, u'CARMA': u'[48078]', u'OPSD': nan}"
1120,Vielha,,,,Vielha,Hydro,,Spain,PP,22.0,,42.7019605619,0.795564651489,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4578]', u'ENTSOE': nan, u'CARMA': u'[48129]', u'OPSD': nan}"
1121,Viforsen,,,,Viforsen,Hydro,,Sweden,PP,10.0,,62.4020124,17.3319022,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4583]', u'ENTSOE': nan, u'CARMA': u'[48144]', u'OPSD': nan}"
1122,Vilan,,,,Do vilan,Wind,,Spain,PP,16.9,,43.131146,-9.181715,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[1145]', u'ENTSOE': nan, u'CARMA': u'[6523]', u'OPSD': nan}"
1123,Villacastin,,,,Villacastin,Wind,,Spain,PP,14.52,,40.779598,-4.413574,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4591]', u'ENTSOE': nan, u'CARMA': u'[48250]', u'OPSD': nan}"
1124,Villalbesa,,,,Monte vilalbesa,Wind,,Spain,PP,22.2,,43.5333333,-7.9333333,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[2810]', u'ENTSOE': nan, u'CARMA': u'[29193]', u'OPSD': nan}"
1125,Villamiel,,,,Villamiel,Wind,,Spain,PP,17.85,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4596]', u'ENTSOE': nan, u'CARMA': u'[48269]', u'OPSD': nan}"
1126,Villanua,,,,Villanua,Hydro,,Spain,PP,13.2,,42.679705,-0.537686,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4597]', u'ENTSOE': nan, u'CARMA': u'[48272]', u'OPSD': nan}"
1127,Villanueva enerfin,,,,Villanueva,Wind,,Spain,PP,86.5,,,,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4598]', u'ENTSOE': nan, u'CARMA': u'[64297]', u'OPSD': nan}"
1128,Villoruebo,,,,Villoruebo,Wind,,Spain,PP,17.85,,42.168738,-3.441594,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4606]', u'ENTSOE': nan, u'CARMA': u'[48308]', u'OPSD': nan}"
1129,Vilobi,,,,Serra vilobi,Wind,,Spain,PP,40.5,,42.1555139803,2.28275299072,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[3876]', u'ENTSOE': nan, u'CARMA': u'[57480]', u'OPSD': nan}"
1130,Virgen alfajarin,,,,Virgen alfajarin,Wind,,Spain,PP,30.0,,42.048177,-0.910253,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4616]', u'ENTSOE': nan, u'CARMA': u'[59904]', u'OPSD': nan}"
1131,Virgen belen,,,,Virgen belen,Wind,,Spain,PP,59.04,,38.871357,-1.348506,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4617, 4618]', u'ENTSOE': nan, u'CARMA': u'[48356]', u'OPSD': nan}"
1132,Virgen llanos,,,,Llanos,Wind,,Spain,PP,92.65,,39.8666667,-1.2166667,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[2489]', u'ENTSOE': nan, u'CARMA': u'[48360, 48361]', u'OPSD': nan}"
1133,Visos,,,,Visos,Wind,,Spain,PP,61.92,,41.633616,-1.274399,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4622]', u'ENTSOE': nan, u'CARMA': u'[59913]', u'OPSD': nan}"
1134,Vitoria michelin,,,,Neumaticos michelin vitoria,Natural Gas,,Spain,PP,56.675,,42.85,-2.6666667,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[2989]', u'ENTSOE': nan, u'CARMA': u'[48413]', u'OPSD': nan}"
1135,Viveiro,,,,"Viveiro kw,",Wind,,Spain,PP,36.55,,43.6622836092,-7.59344100952,Spain Power Plants Over 10 MW.csv,"{u'GEO': nan, u'WRI': u'[4630]', u'ENTSOE': nan, u'CARMA': u'[48428]', u'OPSD': nan}"
1136,Volgsjofors,,,,Volgsjofors,Hydro,,Sweden,PP,20.0,,64.55,16.75,Sweden Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4637]', u'ENTSOE': nan, u'CARMA': u'[48510]', u'OPSD': nan}"
1137,Waalwijk,,,,Ecopark waalwijk,Wind,,Netherlands,PP,8.408,,51.69515285,5.06675606152,Netherlands Power Plant.csv,"{u'GEO': nan, u'WRI': u'[1220]', u'ENTSOE': nan, u'CARMA': u'[48640]', u'OPSD': nan}"
1138,Weinzodl,,,,Weinzödl,Hydro,,Austria,PP,16.903,,47.1,15.3833333,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4674]', u'ENTSOE': nan, u'CARMA': u'[49170]', u'OPSD': nan}"
1139,West burton,,,,West burton,Hard Coal,,United Kingdom,PP,2012.0,,52.79657515,-0.671822206834,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4695]', u'ENTSOE': nan, u'CARMA': u'[49313]', u'OPSD': nan}"
1140,Westfield fife,,,,Westfield,Waste,,United Kingdom,PP,12.0,,56.7861112,-4.1140517,UK Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4706]', u'ENTSOE': nan, u'CARMA': u'[49442]', u'OPSD': nan}"
1141,Weyer,,,,Weyer,Hydro,,Austria,PP,37.0,,48.1465032749,14.117603302,Verbund Power Plant.csv,"{u'GEO': nan, u'WRI': u'[4712]', u'ENTSOE': nan, u'CARMA': u'[49491]', u'OPSD': nan}"
