,Country,lat,lon
Dolna odra,Poland,53.213655,14.4818385
Dossi,Italy,44.7678722,11.3351079
Dunamenti erőmű,Hungary,47.3282003,18.9204298
Edal,Czech Republic,41.2510516,-72.88223959999999
Edet,Czech Republic,41.2193216,-96.0483525
Eduk,Czech Republic,-23.634904,-46.734953
Eidum,Norway,63.443507,10.9815216
Eled,Czech Republic,40.1613907,-75.06291329999999
Ensdorf,Germany,49.3062355,6.7804113
Franken,Germany,48.7668872,12.3761626
Gode wind,Germany,54.4257888,10.1707288
Great island prod,Ireland,51.8686111,-8.28
Greenergy szabályozási központ,Hungary,47.547802,19.073291
Gönyűi erőmű,Hungary,47.7334344,17.8243403
Hafen,Germany,51.214923,6.750474
Hastedt,Germany,53.0775075,9.4536936
Holsbru,Norway,61.2998941,7.903708900000001
Ivpc anzano,Italy,40.91656,14.7975097
Kaldestad,Norway,60.55361549999999,6.02467
Kelenföldi erőmű,Hungary,47.462461,19.052994
Kispesti erőmű,Hungary,47.45,19.133333
Klingenberg,Germany,49.7805714,9.183095699999999
Kvittingen,Norway,60.06943149999999,5.0504995
Litéri gázturbinás erőmű,Hungary,47.107613,18.014077
Mitte,Germany,52.5306438,13.3830683
Mittelsbueren,Germany,53.1291194,8.651593499999999
Moorburg,Germany,53.4929396,9.925873099999999
Mátrai erőmű,Hungary,47.7944596,20.0545474
Nuova alta nurra,Italy,40.799421,8.439556999999999
Nuova gabbro,Italy,43.481447,10.4442658
Nyíregyházi kombináltciklusú erőmű,Hungary,47.95700679999999,21.7002821
Oroszlányi erőmű,Hungary,47.5006201,18.270297
Paksi atomerőmű,Hungary,46.5743687,18.8494116
Puentenuev,Spain,43.3484859,-7.192670799999999
Pécsi erőmű,Hungary,46.06451939999999,18.2636539
Reuter,Germany,51.2152594,6.7559293
Rosone,Italy,45.434835,7.4209295
Silz,Germany,49.1474138,7.949013700000001
Tajo,Spain,40.1188967,-3.1616515
Tajoenc,Spain,40.1188967,-3.1616515
Tatabánya erőmű,Hungary,47.5601589,18.4279957
Tiefstack,Germany,53.5311256,10.0658517
Tiszai erőmű,Hungary,47.9168905,21.0756327
Tryland,Norway,58.1557387,8.0625501
Ulvund,Norway,60.65455120000001,6.4330627
Vpp szabályozási csoport,Hungary,47.478345,19.027352
Waldeck,Germany,51.2076269,9.0646516
Weiher,Germany,49.1627831,8.6290693
Westfalen,Germany,51.43323669999999,7.661593799999999
Wpp pantelimon,Romania,44.4446966,26.1704409
Újpesti erőmű,Hungary,47.5543462,19.1016106
Gkm dbenergie,Germany,49.4445252,8.4995233
C.w.f.italia,Italy,45.4703859,9.1843794
Impianto termovalorizzazione dei rifiuti della prov.di to,Italy,45.2798516,8.7716484
Rijnmond,Netherlands,51.913156,4.481596
