id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
1336,Eolica acebuche,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,13.0,,
1337,Eolica higuera,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.3,,
1338,Eolica loma pandero,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.3,,
1339,Eolica loma polear,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.3,,
1340,Eolica palmosilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,11.05,,
1341,Eolica ramos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,13.0,,
1342,Eolica viento,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,13.65,,
1343,Eolica zas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
1344,Eopa_______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,348.0,,
1345,Eork_______,Czech Republic,Hydro,,Czech Republic Power Plants ENTSOE.csv,,360.0,,
1346,Epc _______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,916.0,,
1347,Epc _______,Czech Republic,Natural Gas,,Czech Republic Power Plants ENTSOE.csv,,847.0,,
1348,Eple_______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,111.0,,
1349,Epor_______,Czech Republic,Other,,Czech Republic Power Plants ENTSOE.csv,,149.0,,
1350,Epr _______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,1452.0,,
1351,Epz,Netherlands,Wind,borsele,Netherlands Power Plant.csv,,24.05,51.4289113,3.83588438663
1352,Era pico,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,11.9,,
1353,Erfurt ost,Germany,Natural Gas,Erfurt,Germany Power Plants (conventional).csv,,109.1,50.9777974,11.0287364
1354,Ering,Germany,Hydro,Ering,Germany Power Plants (conventional).csv,,36.5,48.3,13.15
1355,Ering frauenstein,Austria,Hydro,,Verbund Power Plant.csv,,72.0,,
1356,Eriste,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,87.6,,
1357,Erlangen coal,Germany,Coal,Erlangen,Germany Power Plants (conventional).csv,,17.4,49.598121,11.003653
1358,Erlangen natural,Germany,Natural Gas,Erlangen,Germany Power Plants (conventional).csv,,28.5,49.598121,11.003653
1359,Erlenbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,18.0,,
1360,Erlenholz,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.48,,
1361,Erne,Ireland,Hydro,,Ireland and Northern Ireland.csv,,65.0,,
1362,Ernen,Switzerland,Hydro,Kollbrunn,Switzerland Power Plant.csv,,33.0,47.6337191,8.7803575
1363,Errochty,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,75.0,56.7861112,-4.1140517
1364,Erweiterung energiezentrale,Germany,Natural Gas,München,Germany Power Plants (conventional).csv,,7.44,48.1371079,11.5753822
1365,Erzbach,Austria,Hydro,,Verbund Power Plant.csv,,1.0,,
1366,Erzhausen,Germany,Hydro,Kreiensen,Germany Power Plants (conventional).csv,,220.0,51.85756365,9.96042087658
1367,Escabezado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,20.4,,
1368,Escales,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,35.85,,
1369,Escalon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
1370,Escano,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,11.88,,
1371,Escatron,Spain,Coal,,Spain Power Plants Over 10 MW.csv,,65.0,,
1372,Escatron,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,804.36,,
1373,Escepar,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
1374,Esch sur alzette steg,Belgium,Natural Gas,,Belgium Power Plants ENTSO.csv,,376.0,,
1375,Escobones,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.6,,
1376,Escombreras,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,1199.25,,
1377,Escucha unificado unificado con re,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.38,,
1378,Escurrillo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1379,Esla_______,Czech Republic,Hydro,,Czech Republic Power Plants ENTSOE.csv,,132.0,,
1380,Esperanza,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
1381,Espina,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.2,,
1382,Esquileo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,46.875,,
1383,Estancia,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.4,,
1384,Estany gento sallente,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,439.84,,
1385,Esteban,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,253.12,,
1386,Esteban,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,66.47,,
1387,"Esteban ii,",Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,185.33,,
1388,Estrella,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.2,,
1389,Etbe_______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,174.0,,
1390,Eti _______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,141.0,,
1391,Etten leur,Netherlands,Wind,Etten-Leur,Netherlands Power Plant.csv,,6.5,51.57593405,4.6432217794
1392,Ettisbühl,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.87,,
1393,Ettling,Germany,Hydro,Wallersorf/Ettling,Germany Power Plants (conventional).csv,,12.6,,
1394,Etu _______,Czech Republic,Coal,,Czech Republic Power Plants ENTSOE.csv,,728.0,,
1395,Etzelwerk altendorf,Switzerland,Hydro,Töbeli,Switzerland Power Plant.csv,,135.0,46.5770564,9.3748606
1396,Eume,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,54.4,,
1397,Europac $$,Spain,,,Spain Power Plants Over 10 MW.csv,,39.017,,
1398,Europaweg zuid,Netherlands,Wind,flushing,Netherlands Power Plant.csv,,12.48,,
1399,Eurosilo,Belgium,Natural Gas,,Belgium Power Plant.csv,,12.9,,
1400,Evanger,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,446.0,,
1401,Evc globalfoundries,Germany,Natural Gas,Moritzburg,Germany Power Plants (conventional).csv,,34.3,51.1592018,13.6819406
1402,Eve,Germany,Waste,Premnitz,Germany Power Plants (conventional).csv,,14.5,52.528092,12.3394514
1403,Evenstad,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,27.0,,
1404,Evm,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,382.0,,
1405,Evonik rheinfelden,Germany,Natural Gas,Rheinfelden,Germany Power Plants (conventional).csv,,16.0,47.5898631,7.81006515218
1406,Ewi,Netherlands,Wind,dronten,Netherlands Power Plant.csv,,14.0,52.53172775,5.75053478515
1407,Extresol,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,149.8,,
1408,Eye airfield,United Kingdom,Wind,England,UK Power Plant.csv,,5.0,52.7954791,-0.540240236617
1409,Eye suffolk,United Kingdom,Waste,East,UK Power Plant.csv,,13.0,52.2345714,-0.4626500837
1410,F.k.f,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,264.0,,
1411,Faberg,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
1412,Fabrica industrial cartonera mengibar smurfitt kappa espana s.a. $$,Spain,,,Spain Power Plants Over 10 MW.csv,,24.7,,
1413,Facinas.,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,12.0,,
1414,Fadalto,Italy,Hydro,VITTORIO VENETO,Italy Power Plant.csv,,210.0,45.9897133,12.296477
1415,Fafleralp,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.25,,
1416,Fagerli,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,60.0,,
1417,Fagervollan,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
1418,Faimingen,Germany,Hydro,Lauingen,Germany Power Plants (conventional).csv,,10.1,48.5711537,10.4310628
1419,Fairburn,United Kingdom,Wind,Scotland,UK Power Plant.csv,,40.0,56.7861112,-4.1140517
1420,Fairfield,United Kingdom,Wind,North West,UK Power Plant.csv,,7.0,52.2370231,-0.4686148
1421,Fakken,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,59.0,,
1422,Faladoira,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.42,,
1423,Fall,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1424,Fallago rig,United Kingdom,Wind,Scotland,UK Power Plant.csv,,144.0,56.7861112,-4.1140517
1425,Fana,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,13.0,,
1426,Fankel,Germany,Hydro,Ellenz-Poltersdorf,Germany Power Plants (conventional).csv,,16.4,50.1148409,7.2333597
1427,Fardal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
1428,Farelo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.8,,
1429,Farge,Germany,Coal,Bremen,Germany Power Plants (conventional).csv,,350.0,53.0758196,8.8071646
1430,Farlan,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,41.4,,
1431,Faro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,23.8,,
1432,Farr,United Kingdom,Wind,Scotland,UK Power Plant.csv,,92.0,56.7861112,-4.1140517
1433,Farrapa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,20.0,,
1434,Faslefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,20.0,,
1435,Fasnakyle,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,69.0,56.7861112,-4.1140517
1436,Fasnakyle compensation set,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,8.0,56.7861112,-4.1140517
1437,Fatarella,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
1438,Fausa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
1439,Feistritz ludmannsdorf,Austria,Hydro,,Verbund Power Plant.csv,,88.0,,
1440,Feldkirchen,Germany,Hydro,Rott,Germany Power Plants (conventional).csv,,38.2,48.420473,12.9043008
1441,Felices,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.3,,
1442,Feliz,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.4,,
1443,Fellside chp,United Kingdom,Natural Gas,North West,UK Power Plant.csv,,180.0,52.2370231,-0.4686148
1444,Felsen,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.45,,
1445,Felsenau,Switzerland,Hydro,,Switzerland Power Plant.csv,,11.5,,
1446,"Fenne, grubennatural gaskraftwerk",Germany,Natural Gas,Völklingen-Fenne,Germany Power Plants (conventional).csv,,42.0,49.2471507,6.8833494
1447,Fenosa,Spain,Other,,Spain Power Plants Over 10 MW.csv,,10.0,,
1448,Feria muestrario internacional valencia,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,12.9,,
1449,Ferlach maria rain,Austria,Hydro,,Verbund Power Plant.csv,,75.0,,
1450,Ferreira,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1451,Ferrera,Switzerland,Hydro,,Switzerland Power Plant.csv,,8.63,,
1452,Ferrera,Switzerland,Hydro,Ried-Brig,Switzerland Power Plant.csv,,180.0,46.3150269,8.0166829
1453,Ferrybridge,United Kingdom,Coal,Yorkshire and the Humber,UK Power Plant.csv,,980.0,53.93188775,-1.16644892949
1454,Ferrybridge,United Kingdom,Natural Gas,Yorkshire and the Humber,UK Power Plant.csv,,34.0,53.93188775,-1.16644892949
1455,Fertimolina,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,10.0,,
1456,Fessenheim,France,Hydro,,France Power Plant.csv,,175.0,,
1457,Fessenheim,France,Nuclear,,EU Nuclear Power.csv,,1840.0,,
1458,Ffestiniog,United Kingdom,Hydro,Wales,UK Power Plant.csv,,360.0,52.2928116,-3.7389299
1459,Ffo,Germany,Coal,Frankfurt Oder,Germany Power Plants (conventional).csv,,45.0,52.3412273,14.549452
1460,Ffynnon oer,United Kingdom,Wind,Wales,UK Power Plant.csv,,32.0,52.2928116,-3.7389299
1461,Fhkw ludwigshafen,Germany,Waste,Ludwigshafen,Germany Power Plants (conventional).csv,,28.0,49.479236,8.439117
1462,Fibracolor,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,17.0,,
1463,Fiddler’s ferry,United Kingdom,Coal,North West,UK Power Plant.csv,,1961.0,52.2370231,-0.4686148
1464,Fiddler’s ferry,United Kingdom,Natural Gas,North West,UK Power Plant.csv,,34.0,52.2370231,-0.4686148
1465,Fiesch,Switzerland,Hydro,,Switzerland Power Plant.csv,,3.1,,
1466,Fieschertal,Switzerland,Hydro,Weinfelden,Switzerland Power Plant.csv,,64.0,47.5669187,9.1097539
1467,Filippo mela,Italy,Oil,SAN FILIPPO DEL MELA,Italy Power Plant.csv,,1280.0,38.169727,15.2725271
1468,Filisur,Switzerland,Hydro,"Dardin, Casut",Switzerland Power Plant.csv,,65.0,,
1469,Finally roog,Netherlands,Wind,Harlem,Netherlands Power Plant.csv,,1.0,52.3802931,4.8915534
1470,"Finaltair energia, s.a.",Spain,Waste,,Spain Power Plants Over 10 MW.csv,,10.2,,
1471,Finca son salomo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,13.2,,
1472,Finlarig,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,17.0,56.7861112,-4.1140517
1473,Finndola,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,130.0,,
1474,Finnfjordbotn,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,49.0,,
1475,Finsa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,37.0,,
1476,Finsa santiago,Spain,Other,,Spain Power Plants Over 10 MW.csv,,23.96,,
1477,Fionnay dixence,Switzerland,Hydro,Savièse,Switzerland Power Plant.csv,,306.0,46.2535351,7.3477598
1478,Fionnay mauvoisin,Switzerland,Hydro,Adelboden,Switzerland Power Plant.csv,,140.0,46.4927213,7.5587618
1479,Fiouco,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
1480,Fisching,Austria,Hydro,,Verbund Power Plant.csv,,22.0,,
1481,Five oaks,United Kingdom,Oil,South East,UK Power Plant.csv,,9.0,51.4510191,-0.993491340498
1482,Fjaremsfossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,23.0,,
1483,Fjone,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,60.0,,
1484,Fkk,Germany,Coal,Kassel,Germany Power Plants (conventional).csv,,33.5,51.3090209,9.4762981
1485,Fl,Germany,Coal,Flensburg,Germany Power Plants (conventional).csv,,147.0,54.7833021,9.4333264
1486,Flamanville,France,Nuclear,,EU Nuclear Power.csv,,2764.0,,
1487,Flatenfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,14.0,,
1488,Flesaker,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
1489,Flimby,United Kingdom,Wind,North West,UK Power Plant.csv,,6.0,52.2370231,-0.4686148
1490,"Flims, felsbach bergwasser",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.28,,
1491,"Flims, felsbach karstwasser",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.88,,
1492,Flint tour,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,8.0,52.53668095,5.36107150044
1493,Flittig,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1494,Flix,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,52.52,,
1495,Florida,Spain,Solar,,Spain Power Plants Over 10 MW.csv,,49.9,,
1496,Florli,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,89.0,,
1497,Flume santo,Italy,Coal,Sardina,Italy Power Plant.csv,,640.0,43.7044875,10.6175577
1498,Flumenthal,Switzerland,Hydro,Strada,Switzerland Power Plant.csv,,23.4,46.8632481,10.4342982
1499,Flushing,Netherlands,Wind,flushing,Netherlands Power Plant.csv,,2.3,,
1500,Flushing outer,Netherlands,Wind,flushing,Netherlands Power Plant.csv,,1.58,,
1501,Folch,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,64.5,,
1502,Follafoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,49.0,,
1503,Follum,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
1504,Foncebadon,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.98,,
1505,Fonsagrada,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,45.54,,
1506,Fontanney,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.33,,
1507,Fontano,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1508,Fonteavia,Spain,,,Spain Power Plants Over 10 MW.csv,,49.4,,
1509,Fontela,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
1510,Fontesilva,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.6,,
1511,Forcada,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,33.8,,
1512,"Ford espana, s.l.",Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,18.13,,
1513,Forestal atlantico,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,24.8,,
1514,Forgoselo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.42,,
1515,Formentera,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,11.5,,
1516,Fors,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,3.0,,
1517,Forsa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,14.0,,
1518,Forsand,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
1519,Forsanvatn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
1520,Forsean bretos,Spain,Other,,Spain Power Plants Over 10 MW.csv,,20.89,,
1521,Forsland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
1522,Forsmark,Sweden,Nuclear,,EU Nuclear Power.csv,,3383.0,,
1523,Forsmo,Sweden,Hydro,,Sweden Power Plant.csv,,158.0,,
1524,Forss,United Kingdom,Wind,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
1525,Forss extension,United Kingdom,Wind,Scotland,UK Power Plant.csv,,5.0,56.7861112,-4.1140517
1526,Fortun,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,273.0,,
1527,Fortuna nord,Germany,Coal,Bergheim,Germany Power Plants (conventional).csv,,15.0,50.9540994,6.6407656
1528,Forus,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1529,Fossan,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
1530,Fossan halogalan,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1531,Fosse,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,25.0,,
1532,Fossheim,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
1533,Fossmark,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,11.0,,
1534,Fossum,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,1.0,,
1535,Four burrows,United Kingdom,Wind,South West,UK Power Plant.csv,,5.0,50.5947727,-1.9521986
1536,Foyers,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,300.0,56.7861112,-4.1140517
1537,Foyers falls,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,5.0,56.7861112,-4.1140517
1538,Fr ga morant,France,Natural Gas,,France Power Plant.csv,,401.0,,
1539,Fr.stad bioel,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1540,Framruste,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,85.0,,
1541,Franken,Germany,Natural Gas,Nürnberg,Germany Power Plants (conventional).csv,,823.0,49.4538723,11.0772978
1542,Frauenkirch,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.7,,
1543,Frechen wachtberg,Germany,Coal,Frechen,Germany Power Plants (conventional).csv,,118.0,50.9096219,6.8081935
1544,Freiberg,Germany,Natural Gas,Freiberg,Germany Power Plants (conventional).csv,,13.4,50.9169415,13.3428889
1545,Freienstein,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.6,,
1546,Fresno,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.7,,
1547,Frieira,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,160.61,,
1548,Friesach,Austria,Hydro,,Verbund Power Plant.csv,,12.0,,
1549,Frigorificos noroeste,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,13.18,,
1550,Frimmersdorf,Germany,Coal,Grevenbroich-Frimmersdorf,Germany Power Plants (conventional).csv,,562.0,51.0452227,6.5757293
1551,Frinvillier,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.35,,
1552,Fritzoe,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1553,Frogner,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1554,Froidchapelle wind,Belgium,Wind,,Belgium Power Plant.csv,,25.0,,
1555,Froland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,29.0,,
1556,Froslida,Sweden,Hydro,"Hylte Municipality, Halland County",Sweden Power Plant.csv,,2.4,,
1557,Froystul,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,50.0,,
1558,Fruela,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.75,,
1559,Fs karton,Germany,Natural Gas,Neuss,Germany Power Plants (conventional).csv,,18.9,51.1981778,6.6916476
1560,Fuendetodos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,46.0,,
1561,Fuendetodos unificado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,47.2,,
1562,Fuensalida,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,16.3,,
1563,Fuensanta,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1564,Fuente alamo,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,75.0,,
1565,Fuente arena,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
1566,Fuente cantos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.0,,
1567,Fuente pino,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1568,Fuente salada,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,43.2,,
1569,Fuente vain,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.0,,
1570,Fuentefria,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
1571,Fuentes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
1572,Fuhren gental innertkirchen,Switzerland,Hydro,,Switzerland Power Plant.csv,,10.3,,
1573,Fulda,Germany,Oil,Fulda,Germany Power Plants (conventional).csv,,24.8,50.5521486,9.676511
1574,Fully,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.5,,
1575,Funna,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
1576,Funnefoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,44.0,,
1577,Funsingau,Austria,Hydro,,Verbund Power Plant.csv,,25.0,,
1578,Furset,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1579,Fusina t.,Italy,Coal,VENEZIA,Italy Power Plant.csv,,960.0,45.4371908,12.3345899
1580,Futenweg,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,10.5,52.3451194,5.45807754736
1581,Fwk buer,Germany,Coal,Gelsenkirchen,Germany Power Plants (conventional).csv,,70.0,51.5109791,7.0959263
1582,Fygle,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
1583,"Färmelbach, st. stephan",Switzerland,Hydro,,Switzerland Power Plant.csv,,2.09,,
1584,Fätschbach,Switzerland,Hydro,,Switzerland Power Plant.csv,,15.0,,
1585,Gabersdorf,Austria,Hydro,,Verbund Power Plant.csv,,14.0,,
1586,Gabi,Switzerland,Hydro,,Switzerland Power Plant.csv,,11.33,,
1587,Gabriel galan,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,110.4,,
1588,Gaddede,Sweden,Hydro,"Gäddede, Strömsund Municipality, Jämtland County",Sweden Power Plant.csv,,22.0,,
1589,"Gallega residuos ganaderos, sa",Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.8,,
1590,Gallego,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,51.06,,
1591,Gallejuar,Sweden,Hydro,Skellefte älv,Sweden Power Plant.csv,,220.0,,
1592,Galleto,Italy,Hydro,TERNI,Italy Power Plant.csv,,166.0,42.5641417,12.6405466
1593,Gallo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.4,,
1594,Galochas llanas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1595,Galvez,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
1596,Gamlebrofoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,17.0,,
1597,Gammelby,Sweden,Hydro,"Örnsköldsvik Municipality, Västernorrland County",Sweden Power Plant.csv,,2.0,,
1598,Gamoide,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.5,,
1599,Gamoneda ampl. re,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,29.75,,
1600,Gamoneda ampliada con re,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,19.8,,
1601,Gandvik,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
1602,Ganterbrücke,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.01,,
1603,Gantergrund nessel u.mittubäch,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.55,,
1604,Gardikfors,Sweden,Hydro,by the outlet of Lake Gardiksjön into the Ume Älv River,Sweden Power Plant.csv,,60.0,,
1605,Gargnano,Italy,Hydro,GARGNANO,Italy Power Plant.csv,,137.2,45.688138,10.6635006
1606,Garona verda,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,14.95,,
1607,Garrincho,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
1608,Garrogie,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,2.0,56.7861112,-4.1140517
1609,Gars,Germany,Hydro,Gars,Germany Power Plants (conventional).csv,,25.0,48.1475265,12.2986801
1610,Garsten st. ulrich,Austria,Hydro,,Verbund Power Plant.csv,,38.0,,
1611,Garza,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.42,,
1612,Gato,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,66.8,,
1613,Gatun,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,66.0,,
1614,Gaur,United Kingdom,Hydro,Scotland,UK Power Plant.csv,,8.0,56.7861112,-4.1140517
1615,Gausbu,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
1616,Gavet,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,22.84,,
1617,Gavilanes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,159.6,,
1618,Gavilanes rd,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,22.5,,
1619,Gavira,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,41.65,,
1620,Ge plastics espana,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,83.98,,
1621,Gebenstorf,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.9,,
1622,Gedesma,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.543,,
