id,Name,Country,Fueltype,location,File,Technology,Capacity,lat,lon
4485,Valbuena,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.4,,
4486,Valcaire,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.0,,
4487,Valdeajos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.3,,
4488,Valdecanas,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,247.17,,
4489,Valdecarrion,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.0,,
4490,Valdeconejos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.3,,
4491,Valdefuentes,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.0,,
4492,Valdehierro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.95,,
4493,Valdelacasa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,45.12,,
4494,Valdelanave,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.0,,
4495,Valdelaorden,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,33.0,,
4496,Valdelin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,18.0,,
4497,Valdelucio,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.3,,
4498,Valdelupe,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,48.0,,
4499,Valdemingomez s.a.,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,18.952,,
4500,Valdepero,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
4501,Valdeperondo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,46.0,,
4502,Valdeporres,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,31.45,,
4503,Valdesamario,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.0,,
4504,Valdihuelo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.15,,
4505,Valdivia,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.5,,
4506,Valeis,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.2,,
4507,Valer,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,23.0,,
4508,Valiente,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,28.8,,
4509,Vallabregues,France,Hydro,,France Power Plant.csv,,210.0,,
4510,Valle goni,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.6,,
4511,Valle secolo,Italy,Geothermal,POMARANCE,Italy Power Plant.csv,,114.0,43.2992367,10.8724009
4512,Valljord,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4513,Valmara,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.95,,
4514,Valmediano,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,78.88,,
4515,Valoraciones energeticas agrarias,Spain,Other,,Spain Power Plants Over 10 MW.csv,,40.0,,
4516,Valorizacion energetica residuos industriales no peligrosos reciclaje papel $$,Spain,,,Spain Power Plants Over 10 MW.csv,,49.9,,
4517,Valparaiso,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,65.1,,
4518,Valparaiso,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,41.25,,
4519,Valpardo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,21.25,,
4520,Valpelline,Italy,Hydro,VALPELLINE,Italy Power Plant.csv,,130.0,45.8244604,7.3241526
4521,Valpuren banuelo,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4522,Valpuren comatur,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4523,Valsagueiro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,32.5,,
4524,Valsneset,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,13.0,,
4525,Valsoyfjord,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4526,Valverde majano,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.996,,
4527,Valzarzoso,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,50.0,,
4528,Vamma,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,252.0,,
4529,Van gogh,Netherlands,Wind,Etten-Leur,Netherlands Power Plant.csv,,11.5,51.57593405,4.6432217794
4530,Vandellos,Spain,Nuclear,,EU Nuclear Power.csv,,1087.0,,
4531,Vang,Norway,Natural Gas,,Norway Power Plants (ENTSOE) .csv,,18.0,,
4532,Vangpollen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4533,Vanndola,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4534,Vardal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,2.0,,
4535,Vargfors,Sweden,Hydro,Skellefte älv,Sweden Power Plant.csv,,134.0,,
4536,Vargon,Sweden,Hydro,Göta älv,Sweden Power Plant.csv,,35.0,57.9459936,12.0806854
4537,Varmeshult,Sweden,Hydro,"Värnamo Municipality, Jönköping County",Sweden Power Plant.csv,,0.8,,
4538,Vassfossen,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
4539,Vassli,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,12.0,,
4540,Veciana,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,29.27,,
4541,Vedadillo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
4542,Vedeld,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4543,"Vegas, guelcavar hazas granadilla",Spain,Wind,,Spain Power Plants Over 10 MW.csv,,22.0,,
4544,Veleta,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.45,,
4545,Velle,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,86.48,,
4546,Velsen,Netherlands,Wind,Velsen,Netherlands Power Plant.csv,,9.0,52.4519103,4.60389114587
4547,Vemork,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,224.0,,
4548,Vemundsbotn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,55.0,,
4549,Venaus,Italy,Hydro,VENAUS,Italy Power Plant.csv,,230.0,45.1549096,7.0125697
4550,Venina,Italy,Hydro,-,Italy Power Plant.csv,,327.1,,
4551,Ventorro,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
4552,Ventosa,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.8,,
4553,Ventosa ducado,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,44.0,,
4554,Verbano,Switzerland,Hydro,Oberuster,Switzerland Power Plant.csv,,62.0,47.3474382,8.7292844
4555,Verbano,Switzerland,Hydro,Tscherggen,Switzerland Power Plant.csv,,119.0,,
4556,Verbois,Switzerland,Hydro,Jenins,Switzerland Power Plant.csv,,102.8,47.0013303,9.5578327
4557,Verdal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,24.0,,
4558,Verma,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,8.0,,
4559,Vermuntwerk,Germany,Hydro,Partenen,Germany Power Plants (conventional).csv,,158.0,,
4560,Vernayaz cff,Switzerland,Hydro,Samnaun-Compatch,Switzerland Power Plant.csv,,92.0,,
4561,Vernayaz pissevache,Switzerland,Hydro,,Switzerland Power Plant.csv,,5.06,,
4562,Vernayaz ste sv sa,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.46,,
4563,Vertedero garraf,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,12.444,,
4564,Verzuolo,Italy,Natural Gas,VERZUOLO,Italy Power Plant.csv,,140.0,44.6026925,7.474754
4565,Vessingfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,45.0,,
4566,Vessy,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.42,,
4567,Vestrebotn,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
4568,Vetejar,Spain,Oil,,Spain Power Plants Over 10 MW.csv,,12.9,,
4569,Veytaux,Switzerland,Hydro,"Pontresina, Morteratsch",Switzerland Power Plant.csv,,240.0,46.4507812,9.9412539
4570,Via,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,3.0,,
4571,Vianos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,40.0,,
4572,Vicedo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.6,,
4573,Vicente,Spain,,,Spain Power Plants Over 10 MW.csv,,39.1,,
4574,Vicente,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,29.75,,
4575,Victoria,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,23.21,,
4576,Viddal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4577,Vidrieros,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,18.9,,
4578,Vielha,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,21.86,,
4579,Vienna freudenau,Austria,Hydro,,Verbund Power Plant.csv,,172.0,,
4580,Viento alcala,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,38.0,,
4581,Vierre,Belgium,Hydro,,Belgium Power Plant.csv,,1.9,,
4582,Vietas,Sweden,Hydro,Lule älv,Sweden Power Plant.csv,,325.0,,
4583,Viforsen,Sweden,Hydro,"Sundsvall Municipality, Västernorrland County",Sweden Power Plant.csv,,10.0,62.4020124,17.3319022
4584,Vigeland,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,30.0,,
4585,Vikaelva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4586,Vikesa,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4587,Vikna,Norway,Wind,,Norway Power Plants (ENTSOE) .csv,,2.0,,
4588,Vilalba,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,72.7,,
4589,Vilalba dels arcs,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.0,,
4590,Villabandin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,80.0,,
4591,Villacastin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,14.52,,
4592,Villach,Austria,Hydro,,Verbund Power Plant.csv,,25.0,,
4593,Villaciervos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,39.6,,
4594,Villalcampo,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,215.81,,
4595,Villamayor,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,34.0,,
4596,Villamiel,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,17.85,,
4597,Villanua,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,10.9,,
4598,Villanueva,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,86.5,,
4599,Villanueva galleg,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,14.14,,
4600,Villar chinchilla,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,37.6,,
4601,Villaricos,Spain,Other,,Spain Power Plants Over 10 MW.csv,,22.302,,
4602,Villarino,Spain,Hydro,,Spain Power Plants Over 10 MW.csv,,850.88,,
4603,Villarodin,France,Hydro,,France Power Plant.csv,,357.0,,
4604,Ville berrenrath,Germany,Coal,Hürth,Germany Power Plants (conventional).csv,,52.0,50.8807379,6.876568
4605,Villegas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,10.8,,
4606,Villoruebo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,16.15,,
4607,Vinallop,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,99.0,,
4608,Vinas,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,38.0,,
4609,Vinayo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,39.6,,
4610,Vindedal,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,5.0,,
4611,Vinibasa,Spain,Waste,,Spain Power Plants Over 10 MW.csv,,15.0,,
4612,Vinje,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,375.0,,
4613,Vinkelfallet,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,9.0,,
4614,Virakelva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,4.0,,
4615,Virgen,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,53.22,,
4616,Virgen alfajarin,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,30.0,,
4617,Virgen belen,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,24.42,,
4618,"Virgen belen ampl. kw,",Spain,Wind,,Spain Power Plants Over 10 MW.csv,,33.1,,
4619,Virgen corona almudevar,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
4620,Virgen llanos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,49.5,,
4621,Viscofan,Spain,Natural Gas,,Spain Power Plants Over 10 MW.csv,,33.2,,
4622,Visos,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,61.92,,
4623,Vissoie,Switzerland,Hydro,"Adelboden, Moosweid",Switzerland Power Plant.csv,,50.0,46.4959932,7.5743317
4624,"Vissoie ""groupe auxiliaire""",Switzerland,Hydro,,Switzerland Power Plant.csv,,0.68,,
4625,Visvijverweg,Netherlands,Wind,Lelystad,Netherlands Power Plant.csv,,4.96,52.53668095,5.36107150044
4626,Vittingfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,22.0,,
4627,Vittjarv,Sweden,Hydro,Lule älv,Sweden Power Plant.csv,,33.0,,
4628,Viudo,Spain,Wind,,Spain Power Plants Over 10 MW.csv,,66.0,,
4629,Viulfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,13.0,,
4630,"Viveiro kw,",Spain,Wind,,Spain Power Plants Over 10 MW.csv,,36.55,,
4631,Vlaardingen,Netherlands,Wind,Vlaardingen,Netherlands Power Plant.csv,,6.0,51.9227863,4.32956337887
4632,Voerde,Germany,Coal,Voerde,Germany Power Plants (conventional).csv,,695.0,53.4850249,9.1362085
4633,Vogelgrun,France,Hydro,,France Power Plant.csv,,140.5,,
4634,Voghera,Italy,Natural Gas,VOGHERA,Italy Power Plant.csv,,380.5,44.9928402,9.0085929
4635,Vohburg,Germany,Hydro,Vohburg,Germany Power Plants (conventional).csv,,23.3,48.332822,12.3101096
4636,Voldsetelva,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,6.0,,
4637,Volgsjofors,Sweden,Hydro,"Vilhelmina, Vilhelmina Municipality, Västerbotten County",Sweden Power Plant.csv,,20.0,,
4638,Volkerak,Netherlands,Wind,Moerdijk,Netherlands Power Plant.csv,,9.35,51.7033761,4.6259107
4639,Vollèges cries,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.9,,
4640,Vorderberg,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.98,,
4641,Vordernberg,Austria,Hydro,,Verbund Power Plant.csv,,1.0,,
4642,Vouglans,France,Hydro,,France Power Plant.csv,,285.0,,
4643,Vouvry,Switzerland,Hydro,,Switzerland Power Plant.csv,,8.0,,
4644,Vpi immingham,United Kingdom,Natural Gas,Yorkshire and the Humber,UK Power Plant.csv,,1240.0,53.93188775,-1.16644892949
4645,Vrangfoss,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,42.0,,
4646,Vrenga,Norway,Hydro,,Norway Power Plants (ENTSOE) .csv,,16.0,,
4647,Wadlow,United Kingdom,Wind,East,UK Power Plant.csv,,26.0,52.2345714,-0.4626500837
4648,Wagendorp,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,3.0,18.0361518,-63.0418373
4649,Walchensee,Germany,Hydro,Kochel am See,Germany Power Plants (conventional).csv,,124.0,47.6531098,11.3631895
4650,Waldeck,Germany,Hydro,Edertal Hemfurth-Edersee,Germany Power Plants (conventional).csv,,480.0,51.17801685,9.04701850612
4651,Waldeck bringhausen,Germany,Hydro,Edertal Hemfurth-Edersee,Germany Power Plants (conventional).csv,,143.0,51.17801685,9.04701850612
4652,Waldhalde,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.8,,
4653,Waldshut,Germany,Hydro,Waldshut-Tiengen,Germany Power Plants (conventional).csv,,150.0,47.65553235,8.18332538776
4654,Walheim,Germany,Oil,Walheim,Germany Power Plants (conventional).csv,,136.0,49.0126104,9.1519563
4655,"Walibach, grafschaft",Switzerland,Hydro,,Switzerland Power Plant.csv,,3.64,,
4656,Walkway,United Kingdom,Wind,North East,UK Power Plant.csv,,14.0,50.5949824,-1.9518955
4657,Wallnerau salzach,Austria,Hydro,,Verbund Power Plant.csv,,13.0,,
4658,Wallnerau underwater,Austria,Hydro,,Verbund Power Plant.csv,,5.0,,
4659,Wallsee mitterkirchen,Austria,Hydro,,Verbund Power Plant.csv,,210.0,,
4660,Walney,United Kingdom,Wind,North West,UK Power Plant.csv,,368.0,52.2370231,-0.4686148
4661,Walsum,Germany,Coal,Duisburg,Germany Power Plants (conventional).csv,,1095.0,51.434999,6.759562
4662,Walzmühle,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.32,,
4663,Wannebode,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.13,,
4664,Wannenfluh,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.42,,
4665,Wasserauen,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.5,,
4666,Wasserburg,Germany,Hydro,Wasserburg,Germany Power Plants (conventional).csv,,24.1,48.0615171,12.220026
4667,Water cape tour,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,14.0,18.0361518,-63.0418373
4668,Wedel,Germany,Coal,Wedel,Germany Power Plants (conventional).csv,,260.0,53.5810226,9.7038772
4669,Wedel,Germany,Oil,Wedel,Germany Power Plants (conventional).csv,,101.0,53.5810226,9.7038772
4670,Wehr,Germany,Hydro,Wehr,Germany Power Plants (conventional).csv,,910.0,47.6333054,7.8999925
4671,Weiher,Germany,Coal,Quierschied,Germany Power Plants (conventional).csv,,655.6,49.3258972,7.051464
4672,Weinfelden model,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.4,,
4673,Weinfelden mühle,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.4,,
4674,Weinzödl,Austria,Hydro,,Verbund Power Plant.csv,,16.0,,
4675,Weissenburg,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.37,,
4676,Weissenegg,Austria,Hydro,,Verbund Power Plant.csv,,1.0,,
4677,Weisweiler,Germany,Coal,Eschweiler-Weisweiler,Germany Power Plants (conventional).csv,,1800.0,50.823655,6.3196177
4678,Wendefurth,Germany,Hydro,Wendefurth,Germany Power Plants (conventional).csv,,79.7,51.7404141,10.922405
4679,Werdohl elverlingsen,Germany,Coal,Werdohl,Germany Power Plants (conventional).csv,,310.0,51.257732,7.7642148
4680,Werfen pfarrwerfen,Austria,Hydro,,Verbund Power Plant.csv,,16.0,,
4681,Werk offstein,Germany,Natural Gas,Obrigheim,Germany Power Plants (conventional).csv,,30.0,49.352445,9.0899361
4682,Werkskraftwerk sappi alfeld,Germany,Hydro,Alfeld,Germany Power Plants (conventional).csv,,0.1,51.9863077,9.8247473
4683,Werkskraftwerk sappi alfeld,Germany,Natural Gas,Alfeld,Germany Power Plants (conventional).csv,,20.0,51.9863077,9.8247473
4684,Werkskraftwerk sappi alfeld,Germany,Waste,Alfeld,Germany Power Plants (conventional).csv,,16.8,51.9863077,9.8247473
4685,Werkskraftwerk sappi ehingen,Germany,Waste,Ehingen,Germany Power Plants (conventional).csv,,21.2,48.2828519,9.7262175
4686,Wernisberg,Switzerland,Hydro,,Switzerland Power Plant.csv,,20.4,,
4687,Weserkraftwerk bremen,Germany,Hydro,Bremen (Hastedt),Germany Power Plants (conventional).csv,,9.9,53.0657713,8.8689412
4688,West,Germany,Coal,Frankfurt am Main,Germany Power Plants (conventional).csv,,123.0,50.110653,8.682093
4689,West,Germany,Coal,Voerde,Germany Power Plants (conventional).csv,,640.0,53.4850249,9.1362085
4690,West,Germany,Natural Gas,Frankfurt am Main,Germany Power Plants (conventional).csv,,99.0,50.110653,8.682093
4691,West,Germany,Natural Gas,Karlsruhe,Germany Power Plants (conventional).csv,,37.0,49.0140679,8.4044366
4692,West,Germany,Natural Gas,Lemgo ,Germany Power Plants (conventional).csv,,12.8,52.0280674,8.9012894
4693,West ?,Germany,Other,Frankfurt am Main,Germany Power Plants (conventional).csv,,19.7,50.110653,8.682093
4694,West browncastle,United Kingdom,Wind,Scotland,UK Power Plant.csv,,30.0,56.7861112,-4.1140517
4695,West burton,United Kingdom,Coal,East Midlands,UK Power Plant.csv,,2012.0,52.79657515,-0.671822206834
4696,West burton,United Kingdom,Natural Gas,East Midlands,UK Power Plant.csv,,40.0,52.79657515,-0.671822206834
4697,West burton ccgt,United Kingdom,Natural Gas,East Midlands,UK Power Plant.csv,CCGT,1332.0,52.79657515,-0.671822206834
4698,West of duddon sands,United Kingdom,Wind,North West,UK Power Plant.csv,,389.0,52.2370231,-0.4686148
4699,West offaly,Ireland,Coal,,Ireland and Northern Ireland.csv,,137.0,,
4700,Westeinde,Netherlands,Wind,Dutch Crown,Netherlands Power Plant.csv,,6.3,18.0361518,-63.0418373
4701,Westenwind,Netherlands,Wind,Dalfsen,Netherlands Power Plant.csv,,9.9,52.5128208,6.25568738199
4702,Westereems,Netherlands,Wind,Eemsmond,Netherlands Power Plant.csv,,213.3,53.4540286,6.63010134661
4703,Westermost rough,United Kingdom,Wind,South East,UK Power Plant.csv,,210.0,51.4510191,-0.993491340498
4704,Westerse polder,Netherlands,Wind,Cromstrijen,Netherlands Power Plant.csv,,3.5,51.74040345,4.44901134399
4705,Westfalen,Germany,Coal,Hamm-Uentrop,Germany Power Plants (conventional).csv,,1049.0,51.6916014,7.9483887
4706,Westfield,United Kingdom,Waste,Scotland,UK Power Plant.csv,,12.0,56.7861112,-4.1140517
4707,Westfield,United Kingdom,Wind,Scotland,UK Power Plant.csv,,10.0,56.7861112,-4.1140517
4708,Weststad oosterhout,Netherlands,Wind,Oosterhout,Netherlands Power Plant.csv,,15.0,51.64447245,4.85136556867
4709,Wether,United Kingdom,Wind,Scotland,UK Power Plant.csv,,18.0,56.7861112,-4.1140517
4710,Wettingen,Switzerland,Hydro,Altdorf,Switzerland Power Plant.csv,,25.35,46.8820732,8.6413922
4711,Wettingen dotierzentrale,Switzerland,Hydro,,Switzerland Power Plant.csv,,2.1,,
4712,Weyer,Austria,Hydro,,Verbund Power Plant.csv,,37.0,,
4713,Whitegate,Ireland,Natural Gas,,Ireland and Northern Ireland.csv,,445.0,,
4714,Whitelee,United Kingdom,Wind,Scotland,UK Power Plant.csv,,539.0,56.7861112,-4.1140517
4715,Wi biebrich,Germany,Waste,Wiesbaden,Germany Power Plants (conventional).csv,,31.7,50.0833,8.25
4716,Widen,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.83,,
4717,Wiesengrund,Germany,Natural Gas,Eisenach,Germany Power Plants (conventional).csv,,22.1,50.9833,10.3166999
4718,Wiesti,Switzerland,Hydro,,Switzerland Power Plant.csv,,3.4,,
4719,Wildegg brugg,Switzerland,Hydro,Bätterkinden,Switzerland Power Plant.csv,,51.25,47.1317799,7.5398908
4720,Wildegg brugg dotierzentrale,Switzerland,Hydro,,Switzerland Power Plant.csv,,0.65,,
4721,Wiler,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.4,,
4722,Wilhelmshaven coal,Germany,Coal,Wilhelmshaven,Germany Power Plants (conventional).csv,,757.0,53.5278793,8.106301
4723,Wilhelmshaven oil,Germany,Oil,Wilhelmshaven,Germany Power Plants (conventional).csv,,56.0,53.5278793,8.106301
4724,Willem anna polder,Netherlands,Wind,Kapelle,Netherlands Power Plant.csv,,9.0,51.4879711,3.96063
4725,Wilmarsdonk total,Belgium,Natural Gas,,Belgium Power Plant.csv,,129.0,,
4726,Wilmersdorf,Germany,Oil,Berlin,Germany Power Plants (conventional).csv,,828.0,52.5170365,13.3888599
4727,Wilrijk isvag,Belgium,Hydro,,Belgium Power Plant.csv,,10.5,,
4728,Wilton,United Kingdom,Natural Gas,North East,UK Power Plant.csv,,84.0,50.5949824,-1.9518955
4729,Wilton,United Kingdom,Waste,North East,UK Power Plant.csv,,38.0,50.5949824,-1.9518955
4730,Wind farm,Sweden,Wind,Mönsterås,Sweden Power Plant.csv,,9.2,57.0429558,16.4448013
4731,Wind gauge,Netherlands,Wind,staphorst,Netherlands Power Plant.csv,,6.0,52.6450286,6.19051283083
4732,Wind park bruck an der leitha,Austria,Wind,,Verbund Power Plant.csv,,9.0,,
4733,Wind park hollern,Austria,Wind,,Verbund Power Plant.csv,,33.0,,
4734,Wind park petronell carnuntum,Austria,Wind,,Verbund Power Plant.csv,,43.0,,
4735,Windisch,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.59,,
4736,Windpark bruck göttlesbrunn,Austria,Wind,,Verbund Power Plant.csv,,21.0,,
4737,Windpowercentre,Netherlands,Wind,Harlingen,Netherlands Power Plant.csv,,4.75,53.1274715,5.2794661759
4738,Windstroom,Netherlands,Wind,Dronten,Netherlands Power Plant.csv,,10.8,52.53172775,5.75053478515
4739,Windvision estinnes wind,Belgium,Wind,,Belgium Power Plant.csv,,80.0,,
4740,Windvogel,Netherlands,Wind,Zeewolde,Netherlands Power Plant.csv,,1.85,52.3451194,5.45807754736
4741,Windy standard,United Kingdom,Wind,Scotland,UK Power Plant.csv,,22.0,56.7861112,-4.1140517
4742,Wingates,United Kingdom,Wind,North East,UK Power Plant.csv,,15.0,50.5949824,-1.9518955
4743,Winscales,United Kingdom,Wind,North West,UK Power Plant.csv,,9.0,52.2370231,-0.4686148
4744,Wintershall,Germany,Natural Gas,Heringen,Germany Power Plants (conventional).csv,,109.5,50.8923666,9.9755866782
4745,Wintrich,Germany,Hydro,Wintrich,Germany Power Plants (conventional).csv,,20.0,49.8829597,6.9518664
4746,Wisse wind,Netherlands,Wind,Tholen,Netherlands Power Plant.csv,,11.5,51.5354462,4.2232813
4747,Wisserlen,Switzerland,Hydro,,Switzerland Power Plant.csv,,1.0,,
4748,Wit,Netherlands,Wind,Goeree-Overflakkee,Netherlands Power Plant.csv,,21.0,51.75128625,4.13576996849
4749,Witznau,Germany,Hydro,Witznau,Germany Power Plants (conventional).csv,,220.0,47.680307,8.2547923
4750,Wkw,Germany,Hydro,Dogern,Germany Power Plants (conventional).csv,,24.0,47.60846,8.1691168
4751,Wlf,Netherlands,Wind,De Fryske Marren,Netherlands Power Plant.csv,,1.35,52.9118448,5.71387637892
4752,Wm park powerport zeebrugge,Belgium,Wind,,Belgium Power Plant.csv,,12.0,,
