CARMA,Name,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,lat,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,lon,projectID,projectID,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Varzo,Varzo,,,Varzo,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,60.877825934417224,48.0,,,48.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.20668,46.2088946,,,46.20668,,8.252412,8.252600900000001,,,8.252412,,"['CARMA47809', 'CARMA65741', 'CARMA65742']","['26WIMPI-S01V2RZE', '26WIMPI-S01VRZAE']",,,['H869'],
791,Venamartello,Venamartello,,,Venamartello,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,22.62469231410589,20.0,,,20.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,42.769944,42.7896735,,,42.769944,,13.410185,13.416410699999998,,,13.410185,,['CARMA47928'],['26WIMPI-S11VNMRS'],,,['H1399'],
792,Verampio,Verampio,,,Verampio,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,21.754511840486433,54.0,,,50.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.210781,46.247580600000006,,,46.210781,,8.320613999999999,8.328399099999999,,,8.32061399999999,,['CARMA61242'],['26WIMPI-S01VRMPN'],,,['H845'],
793,Verres,Verres,,,Verres,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,8.666997517249795,12.0,,,12.3,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.666562,45.662435200000004,,,45.666562,,7.689111,7.6938048,,,7.689111,,['CARMA7349'],['26WIMPI-S02VRREO'],,,['H1676'],
794,Vinadio,Vinadio,,,Vinadio,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,52.210828417167434,60.0,,,60.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.309025,44.3077779,,,44.309025,,7.176025,7.176439199999999,,,7.176025,,['CARMA48320'],['26WIMPI-S01VNDI6'],,,['H740'],
795,Suivana,Suviana,,,Suviana,,Hydro,Hydro,,,Hydro,,,,,,Reservoir,,PP,PP,,,Store,,Italy,Italy,,,Italy,,23.494872787725345,27.0,,,27.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.170457,44.137189,,,44.170457,,11.088812,11.036530599999999,,,11.088812,,['CARMA65545'],['26WIMPI-S08SNVNQ'],,,['H1202'],
796,Suio,Suio,,,Suio,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,6.961443788955658,7.0,,,7.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,41.24081500000001,41.29492820000001,,,41.24081500000001,,13.932818,13.850973199999999,,,13.932818,,['CARMA43594'],['26WIMPI-S15SUIO9'],,,['H1895'],
797,Storo,Storo,,,Storo,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,17.403609472389146,19.0,,,19.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.849249564476786,45.8482451,,,45.8492495644767,,10.580220222473098,10.5790256,,,10.580220222473,,['CARMA43375'],['26WIMYI-S04STROB'],,,['H1428'],
798,Satriano,Satriano,,,Satriano,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,47.859926049070154,58.0,,,58.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,38.666883,38.6678244,,,38.666883,,16.481205,16.4806572,,,16.481205,,"['CARMA39927', 'CARMA39928']","['26WIMPI-S18S2TRR', '26WIMPI-S18S1TRV']",,,['H758'],
799,Salisano peschiera,Salisano,,,Salisano,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,34.80721894477829,23.0,,,23.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,42.259328,42.2777695,,,42.2593279999999,,12.745778,12.7479899,,,12.745778,,['CARMA38873'],['26WIMPI-S12ASCL1'],,,['H1316'],
800,Sallsjo,Sällsjö,,,Sällsjö,,Hydro,Hydro,,,Hydro,,,,,,Reservoir,,PP,PP,,,Store,,Sweden,Sweden,,,Sweden,,149.67104146254664,160.0,,,160.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,700.0,,0.0,0.0,,,194.0,,,,,,,,,,,,,,64.75066734779979,63.232822799999994,,,64.7506673477997,,20.952794551849397,13.682496300000002,,,20.9527945518493,,['CARMA38891'],['46WPU0000000066F'],,,['H319'],
801,Salsominore,Salsominore,,,Salsominore,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,13.574815388463533,15.0,,,15.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.643854,44.81831210000001,,,44.643854,,9.496569,9.982512300000002,,,9.496569,,['CARMA38903'],['26WIMPI-S08SLSM8'],,,['H1552'],
802,Sampeyre,Sampeyre,,,Sampeyre,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,31.500533145024356,40.0,,,36.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.579631,44.579445899999996,,,44.579631,,7.184521000000001,7.1856201,,,7.184521000000001,,['CARMA65736'],['26WIMPI-S01SMPYV'],,,['H1051'],
803,Sanfront,Sanfront,,,Sanfront,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,12.530598820120185,14.0,,,14.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.64703400000001,44.6489775,,,44.64703400000001,,7.321022,7.3179712000000015,,,7.321022,,['CARMA39456'],['26WIMPI-S01SNFRY'],,,['H1587'],
804,Nove,Nove,,,Nove,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,95.71985209814031,65.0,,,65.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.9766667,45.72552520000001,,,45.9766667,,12.303333300000002,11.679780300000001,,,12.303333300000002,,"['CARMA31778', 'CARMA31780']",['26WIMPI-S05N7V1T'],,,['H698'],
805,Saviner,Saviner,,,Saviner,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,11.312346157052945,13.0,,,13.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.43392,46.43848850000001,,,46.43392,,11.976792,11.9847739,,,11.976792,,['CARMA39994'],['26WIMPI-S05SVNRS'],,,['H1626'],
806,Stazzona,Stazzona,,,Stazzona,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,34.45914675533051,30.0,,,30.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.203898,46.144922799999996,,,46.203898,,10.133854,9.2695455,,,10.133854,,['CARMA43123'],['26WIMPI-S03ASMTU'],,,['H1138'],
807,Sendren,Sendren,,,Sendren,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,8.266714499384845,10.0,,,10.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.775066,,,,45.775066,,7.826612,,,,7.826612,,['CARMA40539'],['26WIMPI-S02SNDRY'],,,['H1758'],
808,Signayes,Signayes,,,Signayes,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,36.547579892017204,42.0,,,42.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.73736,45.7578407,,,45.73736,,7.316600999999999,7.312332499999999,,,7.3166009999999915,,['CARMA63179'],['26WIMPI-S02SGNYI'],,,['H941'],
809,Sorio nuova,Sorio nuova,,,Sorio nuova,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,5.273293670133911,14.0,,,14.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,45.44213,,,,45.44213,,12.34014,,,,12.34014,,['CARMA42421'],['26WIMPI-S05SNRV3'],,,['H1588'],
810,Sospirolo,Sospirolo,,,Sospirolo,,Hydro,Hydro,,,Hydro,,,,,,Reservoir,,PP,PP,,,Store,,Italy,Italy,,,Italy,,34.80721894477829,40.0,,,40.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.1394444,46.1429856,,,46.1394444,,12.0677778,12.0738993,,,12.0677778,,['CARMA42443'],['26WIMPI-S05SSPRY'],,,['H980'],
811,Sperando lima,Sperando,,,Sperando,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,9.57198520981403,8.0,,,8.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,44.027651,,,,44.027651,,10.765107,,,,10.765107,,"['CARMA42664', 'CARMA42665']",['26WIMPI-V09SPRN0'],,,['H1853'],
812,Stanga,Stanga,,,Stanga,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,25.67032397177399,29.0,,,29.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.1111111,46.211694,,,46.1111111,,12.1002778,12.129325,,,12.1002778,,['CARMA65904'],['26WIMPI-S05STNGL'],,,['H1161'],
813,Olden korsselbranna,Korsselbränna,,,Olden,,Hydro,Hydro,,,Hydro,,,,,,Reservoir,,PP,PP,,,Store,,Sweden,Sweden,,,Sweden,,113.12346157052944,130.0,,,116.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,178.0,,0.0,0.0,,,261.0,,,,,,,,,,,,,,,,,,63.74985,,,,,,13.54035,,['CARMA22854'],['46WPU0000000104X'],,,['H456'],
814,Meduna,Meduno,,,Meduno,,Hydro,Hydro,,,Hydro,,,,,,Reservoir,,PP,PP,,,Store,,Italy,Italy,,,Italy,,8.632190298305016,10.0,,,10.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.21805560000001,46.2170505,,,46.21805560000001,,12.7980556,12.788202,,,12.7980556,,"['CARMA27850', 'CARMA27851']",['26WIMPI-S06MDNU7'],,,['H1753'],
815,Nembia,Nembia,,,Nembia,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,11.747436393862673,14.0,,,14.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,46.076602,46.100806,,,46.076602,,10.908474,10.937161999999999,,,10.908474,,['CARMA30801'],['26WIMPI-S04NMBE9'],,,['H1586'],
816,Nazzano,Nazzano,,,Nazzano,,Hydro,Hydro,,,Hydro,,,,,,Run-Of-River,,PP,PP,,,Store,,Italy,Italy,,,Italy,,14.80176985626697,20.0,,,20.0,,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,0.0,0.0,,,0.0,,,,,,,,,,,,,,42.231126,42.229856299999994,,,42.231126,,12.596275,12.5960617,,,12.596275,,['CARMA30686'],['26WIMPI-S12NZZNK'],,,['H1395'],
817,Sermide,Sermide,Edipower sermide,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,1395.3058669443024,1151.0,1037.8157009675788,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,44.983056,45.003992700000005,45.02652,,,,11.268611,11.2991526,11.2522,,,,['CARMA40625'],['26WIMPI-S03SRMDD'],['GEO43686'],,,
818,Simeri crichi,Simeri crichi,Edison simeri crichi,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,739.3285166032507,885.0,780.1825050256273,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,38.876389,38.8876155,38.8759,,,,16.6575,16.664500699999998,16.6569,,,,['CARMA41666'],['26WIMPI-S18SCMR8'],['GEO43979'],,,
819,Sparanise,Sparanise,Sparanise,,,,Natural Gas,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,734.3715089180539,768.0,691.8771339783859,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,41.176944,41.1933964,41.1783,,,,14.101667,14.099336,14.1129,,,,['CARMA42642'],['26WIMPI-S15SCPRH'],['GEO43697'],,,
820,Tarbert,Tarbert production,Tarbert,,,,Oil,Oil,Oil,,,,,,Steam Turbine,,,,PP,PP,PP,,,,Ireland,Ireland,Ireland,,,,430.98089656247396,594.0,542.7869524206558,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,52.57277779999999,52.572596600000004,52.5893,,,,-9.3752778,-9.375131199999998,-9.3632,,,,['CARMA44621'],['47W000000000162N'],['GEO43940'],,,
821,Tavazzano,Tavazzano,E.on tavazzano,,,,Natural Gas,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,1661.515538927097,1450.0,1584.0344909505152,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,2002.0,,,,,,2002.0,,,,45.335278,45.327721800000006,45.3325,,,,9.4275,9.4054364,9.4364,,,,['CARMA44744'],['26WIMPI-S03TVZZK'],['GEO43695'],,,
822,Terni edison,Terni,Edison terni,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,CHP,,,,Italy,Italy,Italy,,,,96.38626054549458,95.0,91.03646499715605,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,42.553333,42.56361679999999,42.554,,,,12.618611,12.6426604,12.6176,,,,['CARMA45089'],['26WIMPI-S10ETDS9'],['GEO44034'],,,
823,Thessaloniki,Elpedison thess,Thessaloniki,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Greece,Greece,Greece,,,,386.9403480489226,400.0,364.1458599886242,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,40.6402778,40.6400629,40.6872,,,,22.9438889,22.9444191,22.885,,,,"['CARMA45241', 'CARMA56824', 'CARMA45240']",['29WENERGEIAKITHP'],['GEO42772'],,,
824,Thiva heron,Heron,Heron,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Greece,Greece,Greece,,,,133.01303955278252,569.0,533.1998661542254,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,38.279650000000004,,,,,,23.32815,,,,['CARMA45224'],"['29WHERONTHE---ID', '29WHERONTHE--IIU', '29WHERONTHE-IIIS', '29WHERON-CC----5']","['GEO42770', 'GEO42771']",,,
825,Tihange,Tihange,Tihange,,,,Nuclear,Nuclear,Nuclear,,,,,,,,,,PP,PP,PP,,,,Belgium,Belgium,Belgium,,,,2966.000043108122,3015.8,2975.509501406,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,50.5347222222,50.52969909999999,50.534193124402,,,,5.2725,5.2614551,5.2750521053377,,,,['CARMA45433'],"['22WTIHANG000240V', '22WTIHANG000242R', '22WTIHANG000239G', '22WTIHANG000241T']",['GEO5724'],,,
826,Offaly,West offaly production,West offaly,,,,Bioenergy,Bioenergy,Hard Coal,,,,,,Steam Turbine,,,,PP,PP,PP,,,,Ireland,Ireland,Ireland,,,,141.73469387755102,135.0,138.2987473901217,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,53.27777800000001,53.273029799999996,53.2735,,,,-8.037222,-8.042218199999999,-8.0403,,,,['CARMA49367'],['47W000000000170O'],['GEO43932'],,,
827,Nyiregyhaza,Nyíregyházi kombináltciklusú erőmű,E.on nyiregyhaza ocgt,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,CHP,,,,Hungary,Hungary,Hungary,,,,45.89821930737837,47.1,44.60786784860646,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,47.9553867807568,47.949532399999995,47.9569,,,,21.7167091369629,21.7244053,21.6988,,,,['CARMA31957'],['15WNYKCE-----PP6'],['GEO42671'],,,
828,Novara,Novel,Novel,,,,Natural Gas,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,CHP,,,,Italy,Italy,Italy,,,,95.468296159347,97.0,94.67792359704228,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,45.440565,,45.457,,,,8.616835,,8.6496,,,,['CARMA31777'],['26WIMPI-S01NNVLN'],['GEO45451'],,,
829,Napoli,Napoli,Tirrenopower napoli levante,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,0.8812458107016646,400.0,364.1458599886242,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,40.8333333,40.85179829999999,40.8339,,,,14.25,14.268120000000001,14.3006,,,,['CARMA30466'],['26WIMPI-S15NLPLI'],['GEO43712'],,,
830,Mures,Iernut,Iernut ludus mures,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,Steam Turbine,,,,PP,PP,PP,,,,Romania,Romania,Romania,,,,569.1379194114918,751.0,733.2485180385527,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,46.542450830618,46.4507604,46.4677,,,,24.5574688911438,24.2290151,24.1833,,,,['CARMA29936'],['30W-CET-IERN---J'],['GEO40973'],,,
831,Monfalcone,Monfalcone,Monfalcone,,,,Hard Coal,Other,Hard Coal,,,,,,Steam Turbine,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,861.4547163123145,315.0,309.7891941538726,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,45.796944,45.8050468,45.7979,,,,13.545556,13.533172699999998,13.5455,,,,['CARMA29065'],['26WIMPI-S06MTNFA'],['GEO42712'],,,
832,Scandale,Scandale,Scandale,,,,Natural Gas,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,734.3715089180539,821.0,741.0368250768502,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,39.124195,39.123897,39.1022,,,,16.960810000000002,16.958833600000002,17.0325,,,,['CARMA40038'],['26WIMPI-S18SCNDX'],['GEO43696'],,,
833,Sarlux,Sarlux,Sarlux cagliari igcc,,,,Oil,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,478.3887951843461,630.0,500.7005574843582,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,39.0644444,39.0885548,39.1037,,,,9.0097222,9.0126618,9.0063,,,,['CARMA39862'],['26WIMPI-S20SRLXH'],['GEO44107'],,,
834,Sajoszoged,Sajószögedi gázturbinás erőmű,Sajoszoged ocgt,,,,Natural Gas,Oil,Natural Gas,,,,,,OCGT,,,,PP,PP,PP,,,,Hungary,Hungary,Hungary,,,,112.90961949615078,120.0,111.2361433107541,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,47.95,47.945800399999996,47.9393,,,,21.0,20.994611199999998,20.97,,,,['CARMA38754'],['15WSAJSZOGED-PP4'],['GEO42665'],,,
835,Pietersaari,Pietarsaari,Pietersaari jakobstad biomass finland,,,,Bioenergy,Bioenergy,Waste,,,,,,Steam Turbine,,,,PP,PP,CHP,,,,Finland,Finland,Finland,,,,250.39795918367346,143.0,226.13447753513418,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,63.6748635801884,63.6744036,63.70194,,,,22.702560424804698,22.696608800000003,22.70972,,,,['CARMA34586'],['44W-T-YT-000016D'],['GEO44263'],,,
836,Oroszlany,Oroszlányi erőmű,Oroszlany,,,,Hard Coal,Lignite,Lignite,,,,,,Steam Turbine,,,,PP,PP,CHP,,,,Hungary,Hungary,Hungary,,,,220.65950725212974,220.0,219.7008654303675,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,1990.0,,,,,,1990.0,,,,47.486706,47.5006201,47.5017,,,,18.31225,18.270297,18.2701,,,,['CARMA32805'],['15WVERTES----PPX'],['GEO42672'],,,
837,Ostiglia,Ostiglia,E.on ostiglia,,,,Natural Gas,Natural Gas,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,1734.9526898189024,1123.0,1349.1604112578525,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,2002.0,,,,,,2002.0,,,,45.053333,45.0714086,45.0603,,,,11.138889,11.133866900000001,11.1374,,,,['CARMA32999'],['26WIMPI-S03OSTG2'],['GEO43694'],,,
838,Ottana energia,Aes ottana energia s.r.l,Ottana oil,,,,Oil,Oil,Oil,,,,,,Steam Turbine,,,,PP,PP,CHP,,,,Italy,Italy,Italy,,,,120.67465103749271,80.0,122.56479570789001,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,40.25,40.2338,40.2387,,,,9.033333,9.0421,9.0176,,,,['CARMA336'],['26WIMPI-S20EONCO'],['GEO44105'],,,
839,Paroseni,Paroseni,Paroseni chpp,,,,Hard Coal,Hard Coal,Hard Coal,,,,,,Steam Turbine,,,,PP,PP,CHP,,,,Romania,Romania,Romania,,,,264.7914087025557,133.0,276.5974947802434,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,45.3648052,45.3647,,,,,23.263441600000004,23.261,,,,['CARMA33744'],['30W-CET-PARO---N'],['GEO40988'],,,
840,Pecs,Pécsi erőmű,Pannonpower pecs,,,,Bioenergy,Bioenergy,Hard Coal,,,,,,Steam Turbine,,,,PP,PP,PP,,,,Hungary,Hungary,Hungary,,,,117.16734693877551,61.8,168.17127682638798,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,46.0833333,46.06451939999999,46.0641,,,,18.2333333,18.263653899999998,18.2634,,,,['CARMA33998'],['15WPECS------PPO'],['GEO42683'],,,
841,Piacenza,Piacenza,Edipower piacenza,,,,Natural Gas,Other,Natural Gas,,,,,,CCGT,,,,PP,PP,PP,,,,Italy,Italy,Italy,,,,1101.5572633770807,806.0,778.3617757256842,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,2005.0,,,,,,2005.0,,,,45.05,45.0526206,45.0543,,,,9.7,9.6929845,9.70856,,,,['CARMA34499'],['26WIMPI-S08PLCNW'],['GEO43692'],,,
