CARMA,Name,Name,Name,Name,Name,Name,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Fueltype,Technology,Technology,Technology,Technology,Technology,Technology,Set,Set,Set,Set,Set,Set,Country,Country,Country,Country,Country,Country,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Efficiency,Duration,Duration,Duration,Duration,Duration,Duration,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,Volume_Mm3,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,DamHeight_m,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,YearCommissioned,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,Retrofit,lat,lat,lat,lat,lat,lat,lon,lon,lon,lon,lon,lon,projectID,projectID,projectID,projectID,projectID,projectID
,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD,CARMA,ENTSOE,GEO,GPD,JRC,OPSD
id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4785,Tudela,,,,,Tudela,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,5.221082841716743,,,,,6.2,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,42.0616560638355,,,,,,-1.60451889038086,,,,,,['CARMA46516'],,,,,"['OEU2507', 'OEU2830']"
4786,Ubao tokillo,,,,,Ubao toquillo,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.5020941332784269,,,,,0.5479999999999999,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,43.032622691899995,,,,,,-2.4099682541400003,,,,,,['CARMA63235'],,,,,['OEU2390']
4787,Ubaun,,,,,Ubaun,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.5516944202747359,,,,,0.72,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1992.0,,,,,,1992.0,43.091944,,,,,,-1.6061299999999998,,,,,,['CARMA46798'],,,,,['OEU2815']
4788,Ulea,,,,,Ull roig,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.3922887577911318,,,,,1.3719999999999999,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,38.116312,,,,,,-1.300426,,,,,,['CARMA46930'],,,,,"['OEU2833', 'OEU2626', 'OEU2712']"
4789,Uljua,,,,,Uljua,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,3.393703847115883,,,,,3.7,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,64.33333329999999,,,,,,25.85,,,,,,['CARMA46941'],,,,,['OEU1412']
4790,Unarre,,,,,Unarre,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,6.961443788955658,,,,,7.92,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1955.0,,,,,,1955.0,42.63419,,,,,,1.148813,,,,,,['CARMA47039'],,,,,['OEU4916']
4791,Univ valencia,,,,,Univ. virgen nieves,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.8359287722951347,,,,,1.628,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,39.4697524227712,,,,,,-0.377386808395386,,,,,,['CARMA18487'],,,,,['OEU2411']
4792,Unterbreizbach,,,,,Unterbreizbach,Natural Gas,,,,,Natural Gas,,,,,,Steam Turbine,PP,,,,,PP,Germany,,,,,Germany,4.475076382469391,,,,,20.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1995.0,,,,,,1995.0,50.8166667,,,,,50.81319000000001,9.983333300000002,,,,,9.97752,['CARMA47155'],,,,,['BNA1271']
4793,Untere emmengasse,,,,,Untere emmengasse,Hydro,,,,,Hydro,,,,,,Run-Of-River,PP,,,,,PP,Switzerland,,,,,Switzerland,0.7483552073127332,,,,,0.86,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2001.0,,,,,,2001.0,47.214261,,,,,47.2045650167,7.584632000000001,,,,,7.57919186742,['CARMA12414'],,,,,['OEU751']
4794,Urroz,,,,,Urroz,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.8353732546746789,,,,,0.15,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,43.1,,,,,,-1.7,,,,,,['CARMA47296'],,,,,['OEU3294']
4795,Trea breisgau,,,,,Trea breisgau,Bioenergy,,,,,Waste,,,,,,Steam Turbine,PP,,,,,PP,Germany,,,,,Germany,14.173469387755102,,,,,13.6,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2005.0,,,,,,2005.0,47.891024843907005,,,,,47.890609999999995,7.65541076660156,,,,,7.61608,['CARMA46192'],,,,,['BNA1139']
4796,Tranco diablo,,,,,Tranco diablo,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.7883835090992283,,,,,0.8,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,40.386411,,,,,,-5.763406,,,,,,['CARMA46158'],,,,,['OEU1814']
4797,Tedelche,,,,,Tedelche,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.9927132845885571,,,,,2.29,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,38.510605,,,,,,-1.7009610000000002,,,,,,['CARMA44832'],,,,,['OEU2907']
4798,Termens,,,,,Termens,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,10.442165683433487,,,,,11.92,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1964.0,,,,,,1964.0,41.71666670000001,,,,,,0.7666666999999999,,,,,,['CARMA45038'],,,,,['OEU4640']
4799,Terradets,,,,,Terradets,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,28.28086539263236,,,,,32.32,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1935.0,,,,,,1935.0,42.074764,,,,,42.047605,0.916209,,,,,0.894388,['CARMA45094'],,,,,"['OEU4642', 'OEU4641']"
4800,Tervakoski,,,,,Tervakoski lä,Other,,,,,Natural Gas,,,,,,,PP,,,,,PP,Finland,,,,,Finland,12.035267681260008,,,,,11.4,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,60.8,,,,,,24.6166667,,,,,,['CARMA45107'],,,,,['OEU1403']
4801,Tervasaari,,,,,Tervasaari lä,Bioenergy,,,,,Bioenergy,,,,,,,PP,,,,,PP,Finland,,,,,Finland,49.93785714285715,,,,,41.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,61.2642086871945,,,,,,24.0312194824219,,,,,,['CARMA45108'],,,,,['OEU1404']
4802,Thatcham,,,,,Thatcham,Oil,,,,,Oil,,,,,,,PP,,,,,PP,United Kingdom,,,,,United Kingdom,8.2748332139995,,,,,9.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1994.0,,,,,,1994.0,51.403663386008304,,,,,51.394535,-1.26048803329468,,,,,-1.242002,['CARMA45206'],,,,,['OEU5330']
4803,Thornhill,,,,,Thornhill,Natural Gas,,,,,Natural Gas,,,,,,CCGT,PP,,,,,PP,United Kingdom,,,,,United Kingdom,45.89821930737837,,,,,50.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1998.0,,,,,,1998.0,53.6907604810264,,,,,53.67705600000001,-1.6290664672851598,,,,,-1.6549630000000002,['CARMA45298'],,,,,['OEU5142']
4804,Thyrow,,,,,Thyrow,Natural Gas,,,,,Natural Gas,,,,,,OCGT,PP,,,,,PP,Germany,,,,,Germany,275.3893158442702,,,,,183.5,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1987.0,,,,,,1989.0,52.25,,,,,52.23015,13.233333300000002,,,,,13.30195,['CARMA45355'],,,,,"['BNA0741', 'BNA0740', 'BNA0734', 'BNA0738', 'BNA0739']"
4805,Tiree,,,,,Tiree,Oil,,,,,Oil,,,,,,,PP,,,,,PP,United Kingdom,,,,,United Kingdom,1.7239235862498958,,,,,3.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1945.0,,,,,,1945.0,56.49916700000001,,,,,56.49764,-6.869167,,,,,-6.882377,['CARMA45526'],,,,,['OEU5331']
4806,Toba,,,,,Toba,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.6787407694231767,,,,,0.57,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1987.0,,,,,,1987.0,40.224097,,,,,,-1.977877,,,,,,['CARMA23905'],,,,,['OEU4975']
4807,Tortosa energia,,,,,Tortosa,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,28.45689597057459,,,,,13.58,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2009.0,,,,,,2009.0,40.812492,,,,,,0.521602,,,,,,['CARMA45978'],,,,,['OEU3779']
4808,Tolkkinen,,,,,Porvoo tolkkinen,Oil,,,,,Oil,,,,,,,PP,,,,,PP,Finland,,,,,Finland,43.960051449372344,,,,,40.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,60.39232814580999,,,,,60.310398,25.6650710105896,,,,,25.523361,['CARMA45747'],,,,,['OEU1349']
4809,Tolmin,,,,,Tolmin,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Slovenia,,,,,Slovenia,0.10442165683433487,,,,,0.109,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1995.0,,,,,,1995.0,46.1830394761164,,,,,,13.733210563659696,,,,,,['CARMA45755'],,,,,['OEU5662']
4810,Tongland,,,,,Tongland,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,United Kingdom,,,,,United Kingdom,28.71595562944209,,,,,33.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1935.0,,,,,,1935.0,55.0735586010254,,,,,54.860111,-4.1408280064129,,,,,-4.0346150000000005,['CARMA45833'],,,,,['OEU5225']
4811,Tordera fibrarel,,,,,Tradema,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,9.638626054549457,,,,,10.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.699143,,,,,,2.71888,,,,,,['CARMA45907'],,,,,['OEU2263']
4812,Torina,,,,,Torina,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,13.22674319901575,,,,,14.35,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1921.0,,,,,,1930.0,43.125797,,,,,,-4.056621,,,,,,['CARMA45918'],,,,,"['OEU4649', 'OEU4648', 'OEU4647']"
4813,Tornion,,,,,Tornio,Bioenergy,,,,,Bioenergy,,,,,,,PP,,,,,PP,Finland,,,,,Finland,34.96122448979592,,,,,39.3,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,65.8481100709658,,,,,,24.146618843078603,,,,,,['CARMA45929'],,,,,['OEU1409']
4814,Torrasa,,,,,Torras hostench,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.8287940839256125,,,,,4.553999999999999,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1955.0,,,,,,1955.0,42.578381,,,,,,1.0866559999999998,,,,,,['CARMA45949'],,,,,"['OEU3104', 'OEU4910']"
4815,Vaaja,,,,,Vaaja,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,3.132649705030046,,,,,3.6,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,63.0960013087897,,,,,,21.6157722473145,,,,,,['CARMA47467'],,,,,['OEU1415']
4816,Vaasa pilot,,,,,Vaasa,Oil,,,,,Oil,,,,,,,PP,,,,,PP,Finland,,,,,Finland,33.530313752560474,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,63.0960013087897,,,,,,21.6157722473145,,,,,,['CARMA47472'],,,,,['OEU1416']
4817,Tampella,,,,,Tampella ve,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,3.093491583717171,,,,,3.01,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,61.5036590015247,,,,,,23.765916824340806,,,,,,['CARMA44446'],,,,,['OEU1401']
4818,Vicarias,,,,,Vicarias,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.3035303494819472,,,,,1.4980000000000002,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,38.510605,,,,,,-1.7009610000000002,,,,,,['CARMA48077'],,,,,['OEU1631']
4819,Vicente,,,,,Vicente,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.10094093493985705,,,,,2.925,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2011.0,,,,,,2011.0,41.6666667,,,,,,1.8666667,,,,,,['CARMA39379'],,,,,"['OEU1540', 'OEU2558', 'OEU1589']"
4820,Vielha,,,,,Vielha,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,19.14397041962806,,,,,22.11,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1947.0,,,,,,1947.0,42.7019605619205,,,,,,0.7955646514892579,,,,,,['CARMA48129'],,,,,"['OEU2609', 'OEU4926', 'OEU4927']"
4821,Vihtakoski,,,,,Vihtakoski,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,1.3052707104291859,,,,,1.5,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,62.3833333,,,,,,30.4666667,,,,,,['CARMA48158'],,,,,['OEU1431']
4822,Viikinmaki,,,,,Viikinmäki,Bioenergy,,,,,Bioenergy,,,,,,,PP,,,,,PP,Finland,,,,,Finland,3.6803492040816326,,,,,2.7,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,60.169524744475495,,,,,,24.9354457855225,,,,,,['CARMA63848'],,,,,['OEU1432']
4823,Vilaller,,,,,Vilaller,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.6547579892017206,,,,,3.9799999999999995,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1952.0,,,,,,1952.0,42.476243527914704,,,,,,0.71685791015625,,,,,,['CARMA48193'],,,,,"['OEU4929', 'OEU4928']"
4824,Vilanna,,,,,Vilanna,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.6265299410060092,,,,,0.6,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.966025,,,,,,2.739221,,,,,,['CARMA48197'],,,,,['OEU2399']
4825,Vilaseca,,,,,Granja avicola villaseca,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,21.542788214111113,,,,,14.8,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.1166667,,,,,,1.25,,,,,,['CARMA48203'],,,,,['OEU2549']
4826,Vilches,,,,,Procesos ecologicos vilches,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,35.24983242806658,,,,,15.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2001.0,,,,,,2001.0,38.206951,,,,,,-3.510246,,,,,,"['CARMA48207', 'CARMA48208']",,,,,['OEU2661']
4827,Villabanez,,,,,Villabanez,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.0964273967605163,,,,,1.244,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.630967,,,,,,-4.5219190000000005,,,,,,['CARMA48248'],,,,,['OEU2612']
4828,Villacanas,,,,,Villacanas,Bioenergy,,,,,Bioenergy,,,,,,,PP,,,,,PP,Spain,,,,,Spain,7.370204081632653,,,,,7.8,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,39.623672726177396,,,,,,-3.33812713623047,,,,,,['CARMA48249'],,,,,['OEU3643']
4829,Villafranca,,,,,Villafranca,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.759179646036056,,,,,4.95,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1948.0,,,,,,1948.0,37.302394,,,,,,-7.344130000000002,,,,,,['CARMA48254'],,,,,"['OEU4930', 'OEU4931']"
4830,Villagonzalo,,,,,Vilallongo,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.4111074565882724,,,,,3.2,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2013.0,,,,,,2013.0,40.632459,,,,,,-5.6228690000000014,,,,,,['CARMA48257'],,,,,['OEU4079']
4831,Villalba iberdrola,,,,,Villalba,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,10.442165683433487,,,,,11.21,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1926.0,,,,,,1926.0,41.461248,,,,,,-2.4828490000000003,,,,,,['CARMA48263'],,,,,"['OEU4956', 'OEU4957']"
4832,Villalgordo,,,,,Villalgordo,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,4.3509023680972865,,,,,5.5,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,39.3666667,,,,,,-2.1333333,,,,,,['CARMA48265'],,,,,['OEU1887']
4833,Villameca,,,,,Villa,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.5221082841716743,,,,,0.495,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1986.0,,,,,,1986.0,42.659867,,,,,,-6.049784,,,,,,['CARMA48268'],,,,,['OEU3253']
4834,Villar rey,,,,,Villaseca,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,1.4732155418377413,,,,,1.568,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2006.0,,,,,,2006.0,39.133102,,,,,,-6.847619,,,,,,['CARMA48275'],,,,,"['OEU1958', 'OEU2042', 'OEU2567']"
4835,Villareal azuvi,,,,,Azuvi,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,4.148281061000857,,,,,5.575,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1993.0,,,,,,1993.0,39.9333333,,,,,,-0.1,,,,,,['CARMA48278'],,,,,['OEU1934']
4836,Villarobledo forlasa,,,,,Villaricos,Oil,,,,,Oil,,,,,,,PP,,,,,PP,Spain,,,,,Spain,25.858853793748438,,,,,22.302,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,39.269922,,,,,,-2.601185,,,,,,['CARMA63184'],,,,,['OEU1882']
4837,Villarrubia,,,,,Cia energetica villas,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,23.72937938191462,,,,,24.977,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2008.0,,,,,,2008.0,39.98555,,,,,,-3.3689760000000004,,,,,,['CARMA48285'],,,,,['OEU2726']
4838,Villasur herreros,,,,,Herreros,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.5830209173250364,,,,,1.6099999999999999,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2000.0,,,,,,2000.0,42.307638,,,,,,-3.394204,,,,,,['CARMA48287'],,,,,"['OEU3325', 'OEU3366']"
4839,Viana acciona,,,,,Viana,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,8.348511463905073,,,,,11.25,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1996.0,,,,,,1996.0,42.515525,,,,,,-2.371235,,,,,,"['CARMA48069', 'CARMA48070']",,,,,"['OEU3337', 'OEU2213', 'OEU1662']"
4840,Verla,,,,,Verla ja,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,1.9726991336953097,,,,,3.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,61.0666667,,,,,,26.6333333,,,,,,"['CARMA47993', 'CARMA47994']",,,,,['OEU1430']
4841,Vera bidasoa,,,,,Lera,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.34807218944778295,,,,,0.408,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1997.0,,,,,,1997.0,43.281766822625706,,,,,,-1.68631553649902,,,,,,['CARMA47962'],,,,,['OEU2207']
4842,Vadocondes,,,,,Vadocondes,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.939794911509014,,,,,1.07,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.639245,,,,,,-3.573778,,,,,,['CARMA47494'],,,,,['OEU3494']
4843,Valdenoceda,,,,,Valdenoceda,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.6726495061078405,,,,,0.66,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,42.845638,,,,,,-3.604928,,,,,,['CARMA47557'],,,,,['OEU2731']
4844,Valdespartera,,,,,Valdespartera,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.9158121312875576,,,,,4.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,42.228673,,,,,,-0.749675,,,,,,['CARMA47563'],,,,,['OEU2943']
4845,Valdestillas,,,,,Valdestillas,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.7831624262575115,,,,,0.852,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.476972,,,,,,-4.771158,,,,,,['CARMA47564'],,,,,['OEU2598']
4846,Valencia clariana,,,,,Clariana,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,5.3241934396558905,,,,,5.101,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1994.0,,,,,,1999.0,39.9333333,,,,,,-0.1,,,,,,['CARMA47590'],,,,,"['OEU3114', 'OEU1553']"
4847,Valladolid,,,,,Aprovechamiento munic. valladolid,Bioenergy,,,,,Bioenergy,,,,,,,PP,,,,,PP,Spain,,,,,Spain,0.5678836734693877,,,,,0.601,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,41.655181,,,,,,-4.72372,,,,,,['CARMA59517'],,,,,['OEU3608']
4848,Valladolid carto espana,,,,,Grespania,Natural Gas,,,,,Natural Gas,,,,,,,PP,,,,,PP,Spain,,,,,Spain,3.9472468604345394,,,,,4.974,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,2005.0,,,,,,2005.0,41.655181,,,,,,-4.72372,,,,,,['CARMA47620'],,,,,['OEU3217']
4849,Valtodano,,,,,Valtodano,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Spain,,,,,Spain,2.74106849190129,,,,,3.1500000000000004,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,1980.0,,,,,,1980.0,38.03922100000001,,,,,,-4.050775,,,,,,['CARMA47693'],,,,,"['OEU4924', 'OEU4922', 'OEU4923']"
4850,Vanaja,,,,,Vanaja kt,Oil,,,,,Oil,,,,,,,PP,,,,,PP,Finland,,,,,Finland,41.3741660699975,,,,,50.0,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,60.995962968589204,,,,,60.97516,24.4643425941467,,,,,24.505535,['CARMA47718'],,,,,['OEU1419']
4851,Vaskiluoto fingrid,,,,,Vaskiluoto,Oil,,,,,Oil,,,,,,,PP,,,,,PP,Finland,,,,,Finland,31.030624552498125,,,,,5.5,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,63.0960013087897,,,,,63.090473,21.6157722473145,,,,,21.555412,['CARMA47820'],,,,,"['OEU1424', 'OEU1422']"
4852,Vatajankoski,,,,,Vatajankoski,Hydro,,,,,Hydro,,,,,,,PP,,,,,PP,Finland,,,,,Finland,0.8701804736194573,,,,,0.75,,,,,,,0.0,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,61.9333333,,,,,,22.2166667,,,,,,['CARMA47831'],,,,,['OEU1426']
